 ,PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time,imgJ_click_hitbox_R_ctr,imgJ_click_hitbox_G_ctr ,imgJ_click_hitbox_B_ctr,imgJ_click_hitbox_R_rMean_30 ,imgJ_click_hitbox_G_rMean_30,imgJ_click_hitbox_B_rMean_30,imgJ_click_hitbox_R_rMode_30 ,imgJ_click_hitbox_G_rMode_30,imgJ_click_hitbox_B_rMode_30,imgJ_click_hitbox_R_rMean_10 ,imgJ_click_hitbox_G_rMean_10,imgJ_click_hitbox_B_rMean_10,imgJ_click_hitbox_R_rMode_10 ,imgJ_click_hitbox_G_rMode_10,imgJ_click_hitbox_B_rMode_10,imgJ_click_hitbox_30_Forewing ,imgJ_click_hitbox_30_Hindwing ,imgJ_click_hitbox_30_Body,imgJ_click_hitbox_30_Tail ,imgJ_click_hitbox_10_Forewing ,imgJ_click_hitbox_10_Hindwing ,imgJ_click_hitbox_10_Body,imgJ_click_hitbox_10_Tail ,imgJ_click_img_L_ctr,imgJ_click_img_L_rMean_30,imgJ_click_img_L_rMode_30,imgJ_click_img_A_rMean_30,imgJ_click_img_A_rMode_30,imgJ_click_img_B_rMean_30,imgJ_click_img_B_rMode_30,imgJ_click_img_L_rMean_10,imgJ_click_img_L_rMode_10,imgJ_click_img_A_rMean_10,imgJ_click_img_A_rMode_10,imgJ_click_img_B_rMean_10,imgJ_click_img_B_rMode_10
1,P040,right,1,1,1,Papilio_alexanor__Female,8,0,1,1,796,233,-170.790,78.900,""Left"",""Back"",255,219,18,1.404,168,1,872.362,252.849,-354.639,1.408,241.433,2026-02-03,13:05:06,0,0,0.000,40.146,36.369,4.212,0,0,0,0.000,0.000,0.000,0,0,0,0,1,0,1,0,0,0,0,47.240,48.885,47.236,-0.396,-0.001,2.052,0.002,47.357,47.243,0.019,0.008,0.169,0.001
2,P040,right,1,1,2,Brintesia_circe__Male,5,0,1,1,791,251,165.241,106.775,""Right"",""Back"",0,0,0,0.780,93,0,864.049,328.876,-298.409,0.784,242.490,2026-02-03,13:05:17,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.266,47.241,-0.035,0.008,0.157,4.055E-4,47.236,47.240,-0.021,0.006,0.071,-0.002
3,P040,right,1,1,3,Pyrgus_sidae__Male,1,1,0,1,1212,498,-172.826,34.544,""Left"",""Back"",255,10,255,0.903,108,1,1183.416,478.604,-153.014,0.906,242.776,2026-02-03,13:05:23,255,10,255.000,144.043,80.252,81.885,255,0,0,210.865,29.013,163.359,255,10,255,1,1,1,0,1,1,1,0,45.736,49.435,47.240,-1.588,-0.002,2.170,0.009,47.860,49.875,-2.675,-0.966,2.515,0.968
4,P040,right,1,2,1,Pyrgus_sidae__Male,6,0,0,1,915,631,-117.815,115.408,""Left"",""Back"",0,0,0,0.764,117,0,993.699,715.413,-15.178,0.768,233.108,2026-02-03,13:05:30,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.507,47.634,47.239,-0.132,0.005,0.240,-2.336E-4,47.678,47.244,-0.029,0.006,0.056,-0.002
5,P040,right,1,2,2,Lycaena_tityrus__Female,3,0,1,1,978,519,33.043,17.620,""Right"",""Front"",255,200,89,0.932,143,1,968.887,503.919,-334.187,0.935,233.042,2026-02-03,13:05:36,0,0,0.000,162.199,101.647,73.550,255,0,0,183.077,74.231,104.404,255,10,0,1,1,1,0,1,0,1,0,42.640,40.919,46.846,2.163,-0.184,4.918,0.044,40.792,43.940,-0.057,-0.411,3.834,2.381
6,P040,right,1,2,3,Gonepteryx_cleobule__Male,8,1,0,1,1021,817,-158.916,133.624,""Left"",""Back"",0,0,0,1.290,197,0,901.233,757.745,-174.760,1.294,231.023,2026-02-03,13:05:41,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.239,-0.001,0.007,0.025,-0.001,47.240,47.240,0.007,0.007,-0.003,-0.003
7,P040,right,1,2,4,Papilio_alexanor__Female,1,1,1,1,1117,625,-48.825,11.770,""Left"",""Front"",255,192,52,0.775,119,1,1120.804,613.862,-202.321,0.778,233.875,2026-02-03,13:05:46,0,0,0.000,88.161,73.646,20.448,0,0,0,19.615,15.712,3.987,0,0,0,1,1,0,0,1,0,0,0,47.211,54.312,47.263,-2.795,-0.019,9.790,0.089,47.349,47.217,-0.245,-0.197,0.653,0.555
8,P040,right,1,3,1,Papilio_alexanor__Female,7,1,1,1,806,305,161.558,119.839,""Right"",""Back"",255,100,8,1.050,237,1,690.633,272.567,-145.856,1.054,226.782,2026-02-03,13:05:54,0,0,0.000,4.842,1.899,0.226,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,1,0,0,0,0,47.240,47.362,47.231,-0.035,0.009,0.151,0.009,47.226,47.239,0.004,0.006,0.004,-0.002
9,P040,right,1,3,2,Brintesia_circe__Male,2,1,1,1,975,351,-136.806,139.285,""Left"",""Back"",0,0,0,0.856,198,0,853.109,283.600,-194.253,0.860,232.515,2026-02-03,13:06:05,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.238,47.239,0.005,0.007,0.007,-0.002,47.240,47.240,0.007,0.007,-0.003,-0.003
10,P040,right,1,3,3,Pyrgus_sidae__Male,5,0,1,1,1088,406,-159.474,123.704,""Left"",""Back"",0,0,0,0.718,162,0,1176.906,492.013,-336.473,0.723,226.817,2026-02-03,13:06:10,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
