 ,PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time,imgJ_click_hitbox_R_ctr,imgJ_click_hitbox_G_ctr ,imgJ_click_hitbox_B_ctr,imgJ_click_hitbox_R_rMean_30 ,imgJ_click_hitbox_G_rMean_30,imgJ_click_hitbox_B_rMean_30,imgJ_click_hitbox_R_rMode_30 ,imgJ_click_hitbox_G_rMode_30,imgJ_click_hitbox_B_rMode_30,imgJ_click_hitbox_R_rMean_10 ,imgJ_click_hitbox_G_rMean_10,imgJ_click_hitbox_B_rMean_10,imgJ_click_hitbox_R_rMode_10 ,imgJ_click_hitbox_G_rMode_10,imgJ_click_hitbox_B_rMode_10,imgJ_click_hitbox_30_Forewing ,imgJ_click_hitbox_30_Hindwing ,imgJ_click_hitbox_30_Body,imgJ_click_hitbox_30_Tail ,imgJ_click_hitbox_10_Forewing ,imgJ_click_hitbox_10_Hindwing ,imgJ_click_hitbox_10_Body,imgJ_click_hitbox_10_Tail ,imgJ_click_img_L_ctr,imgJ_click_img_L_rMean_30,imgJ_click_img_L_rMode_30,imgJ_click_img_A_rMean_30,imgJ_click_img_A_rMode_30,imgJ_click_img_B_rMean_30,imgJ_click_img_B_rMode_30,imgJ_click_img_L_rMean_10,imgJ_click_img_L_rMode_10,imgJ_click_img_A_rMean_10,imgJ_click_img_A_rMode_10,imgJ_click_img_B_rMean_10,imgJ_click_img_B_rMode_10
1,P027,right,1,1,1,Brintesia_circe__Male,2,0,1,1,928,352,112.385,95.011,""Right"",""Back"",0,0,0,1.538,173,0,927.565,256.990,-22.648,1.541,226.435,2026-01-27,13:23:58,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.144,47.239,0.045,0.007,0.105,-0.001,47.231,47.239,-0.004,0.007,0.049,-0.002
2,P027,right,1,1,2,Papilio_alexanor__Female,3,0,0,1,649,586,-83.537,81.658,""Left"",""Front"",255,200,71,0.752,84,1,678.632,662.092,-27.740,0.756,227.464,2026-01-27,13:24:04,255,200,73.000,149.691,117.119,46.556,255,200,0,232.115,182.051,66.660,255,200,0,1,0,0,0,1,0,0,0,57.545,52.609,47.202,-3.063,-0.018,10.372,-0.047,51.772,47.219,-3.171,-0.007,10.958,0.048
3,P027,right,1,1,3,Pyrgus_sidae__Male,9,1,1,1,1185,177,143.562,103.283,""Right"",""Back"",255,255,53,1.418,161,1,1111.363,249.421,-188.085,1.423,229.156,2026-01-27,13:24:09,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.326,47.255,9.851E-5,0.006,0.010,-0.001,47.240,47.240,0.007,0.007,-0.003,-0.003
4,P027,right,1,2,1,Brintesia_circe__Male,2,1,1,1,1152,211,68.496,99.908,""Right"",""Front"",255,106,8,0.907,137,1,1146.832,310.774,-155.531,0.911,229.364,2026-01-27,13:24:17,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.150,47.237,0.067,0.007,0.336,0.003,47.088,47.237,0.020,0.007,0.307,1.895E-4
5,P027,right,1,2,2,Pyrgus_sidae__Male,9,0,0,1,589,630,-127.602,186.859,""Left"",""Back"",0,0,0,0.757,112,0,600.049,816.532,34.212,0.761,224.754,2026-01-27,13:24:21,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
6,P027,right,1,2,3,Lycaena_tityrus__Female,3,0,0,1,839,621,172.745,54.812,""Right"",""Back"",255,255,43,0.861,126,1,887.828,596.097,-19.768,0.866,221.666,2026-01-27,13:24:26,0,0,0.000,44.786,24.318,15.846,0,0,0,53.942,48.667,6.045,0,0,0,1,1,1,1,0,1,0,0,47.347,46.534,47.240,0.907,0.007,1.640,0.010,47.985,48.816,1.447,0.382,1.883,0.006
7,P027,right,1,3,1,Gonepteryx_cleobule__Male,6,1,0,1,652,702,-139.054,168.804,""Left"",""Back"",0,0,0,0.794,177,0,696.517,539.172,-115.655,0.799,224.012,2026-01-27,13:24:33,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
8,P027,right,1,3,2,Lycaena_tityrus__Female,8,1,1,1,1057,213,141.515,97.340,""Right"",""Back"",0,0,0,0.802,180,0,992.583,285.976,-190.080,0.806,225.686,2026-01-27,13:24:38,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.218,47.239,0.020,0.007,0.035,-0.002,47.240,47.240,0.007,0.007,-0.003,-0.003
9,P027,right,1,3,3,Papilio_alexanor__Female,3,0,1,1,953,496,179.903,101.647,""Right"",""Back"",255,100,8,0.712,161,1,1042.519,544.151,-331.628,0.716,227.553,2026-01-27,13:24:43,0,0,0.000,1.816,1.263,0.096,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.284,47.446,47.245,-0.033,0.009,0.156,0.004,47.438,47.242,-0.030,0.006,0.128,-9.393E-4
10,P027,right,1,3,4,Pyrgus_sidae__Male,10,1,1,1,1041,192,140.484,52.384,""Right"",""Back"",255,255,77,0.743,167,1,1004.226,229.306,-185.895,0.747,226.388,2026-01-27,13:24:49,255,255,98.000,234.624,234.624,84.457,255,255,0,255.000,255.000,97.545,255,255,96,0,1,0,0,0,1,0,0,53.066,52.265,52.315,-2.175,-2.881,4.513,5.715,52.873,52.368,-2.810,-3.068,5.299,5.032
