 ,PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time,imgJ_click_hitbox_R_ctr,imgJ_click_hitbox_G_ctr ,imgJ_click_hitbox_B_ctr,imgJ_click_hitbox_R_rMean_30 ,imgJ_click_hitbox_G_rMean_30,imgJ_click_hitbox_B_rMean_30,imgJ_click_hitbox_R_rMode_30 ,imgJ_click_hitbox_G_rMode_30,imgJ_click_hitbox_B_rMode_30,imgJ_click_hitbox_R_rMean_10 ,imgJ_click_hitbox_G_rMean_10,imgJ_click_hitbox_B_rMean_10,imgJ_click_hitbox_R_rMode_10 ,imgJ_click_hitbox_G_rMode_10,imgJ_click_hitbox_B_rMode_10,imgJ_click_hitbox_30_Forewing ,imgJ_click_hitbox_30_Hindwing ,imgJ_click_hitbox_30_Body,imgJ_click_hitbox_30_Tail ,imgJ_click_hitbox_10_Forewing ,imgJ_click_hitbox_10_Hindwing ,imgJ_click_hitbox_10_Body,imgJ_click_hitbox_10_Tail ,imgJ_click_img_L_ctr,imgJ_click_img_L_rMean_30,imgJ_click_img_L_rMode_30,imgJ_click_img_A_rMean_30,imgJ_click_img_A_rMode_30,imgJ_click_img_B_rMean_30,imgJ_click_img_B_rMode_30,imgJ_click_img_L_rMean_10,imgJ_click_img_L_rMode_10,imgJ_click_img_A_rMean_10,imgJ_click_img_A_rMode_10,imgJ_click_img_B_rMean_10,imgJ_click_img_B_rMode_10
1,P029,right,1,1,1,Papilio_alexanor__Female,5,1,1,1,1147,235,-169.128,110.405,""Left"",""Back"",255,255,27,0.744,89,1,1069.521,313.653,-236.303,0.747,243.605,2026-01-27,13:45:31,0,0,0.000,3.026,2.972,0.396,0,0,0,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,0,0,47.240,47.391,47.232,-0.059,0.003,0.643,0.015,47.233,47.240,-0.043,0.006,0.132,-0.002
2,P029,right,1,1,2,Gonepteryx_cleobule__Male,3,0,1,1,555,419,131.175,57.054,""Right"",""Back"",255,255,26,0.595,71,1,608.201,398.387,-332.355,0.599,243.831,2026-01-27,13:45:36,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.423,47.240,-0.109,0.006,0.521,0.021,47.240,47.240,0.007,0.007,-0.003,-0.003
3,P029,right,1,2,1,Gonepteryx_cleobule__Male,6,0,0,1,509,643,-147.408,173.870,""Left"",""Back"",0,0,0,0.449,68,0,669.213,710.548,-9.731,0.453,231.888,2026-01-27,13:45:50,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
4,P029,right,1,2,2,Lycaena_tityrus__Female,10,1,0,1,1441,755,132.390,116.352,""Right"",""Back"",255,255,43,0.536,80,1,1369.775,847.004,-184.645,0.540,227.656,2026-01-27,13:45:54,0,0,0.000,0.403,0.385,0.078,0,0,0,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,0,0,47.240,47.248,47.244,0.006,0.006,-0.002,-0.002,47.240,47.240,0.007,0.007,-0.003,-0.003
5,P029,right,1,2,3,Brintesia_circe__Male,9,0,0,1,417,697,-167.327,100.081,""Left"",""Back"",255,255,44,0.566,84,1,497.158,756.924,24.108,0.570,226.372,2026-01-27,13:45:58,0,0,0.000,29.656,29.568,6.826,0,0,0,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,0,0,46.953,48.226,47.202,0.091,0.005,1.931,0.020,47.520,46.892,0.116,0.188,1.478,0.683
6,P029,right,1,3,1,Brintesia_circe__Male,10,0,0,1,512,770,-145.863,181.811,""Left"",""Back"",0,0,0,0.479,107,0,660.691,874.624,0.994,0.484,225.394,2026-01-27,13:46:04,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
7,P029,right,1,3,2,Lycaena_tityrus__Female,6,0,1,1,859,473,127.882,213.321,""Right"",""Back"",0,0,0,0.563,126,0,1046.089,370.515,-336.596,0.567,225.857,2026-01-27,13:46:11,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
8,P029,right,1,3,3,Gonepteryx_cleobule__Male,7,1,1,1,1176,217,-152.561,110.243,""Left"",""Back"",0,0,0,0.638,144,0,1075.559,171.556,-183.094,0.643,226.918,2026-01-27,13:46:15,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.006,-0.003,-0.002,47.240,47.240,0.007,0.007,-0.003,-0.003
9,P029,right,1,3,4,Papilio_alexanor__Female,2,0,1,1,646,209,-111.693,92.213,""Left"",""Back"",255,200,52,0.514,113,1,666.944,298.803,-351.435,0.519,221.668,2026-01-27,13:46:19,0,0,0.000,4.035,2.874,0.801,0,0,0,0.000,0.000,0.000,0,0,0,1,0,0,0,0,0,0,0,47.240,48.315,47.248,-0.704,0.004,2.206,0.023,47.557,47.240,-0.202,0.003,0.632,0.006
10,P029,right,1,3,5,Pyrgus_sidae__Male,9,1,0,1,1445,660,161.234,243.899,""Right"",""Back"",0,0,0,0.533,123,0,1281.618,841.088,-209.176,0.537,232.905,2026-01-27,13:46:23,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
