 ,PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time,imgJ_click_hitbox_R_ctr,imgJ_click_hitbox_G_ctr ,imgJ_click_hitbox_B_ctr,imgJ_click_hitbox_R_rMean_30 ,imgJ_click_hitbox_G_rMean_30,imgJ_click_hitbox_B_rMean_30,imgJ_click_hitbox_R_rMode_30 ,imgJ_click_hitbox_G_rMode_30,imgJ_click_hitbox_B_rMode_30,imgJ_click_hitbox_R_rMean_10 ,imgJ_click_hitbox_G_rMean_10,imgJ_click_hitbox_B_rMean_10,imgJ_click_hitbox_R_rMode_10 ,imgJ_click_hitbox_G_rMode_10,imgJ_click_hitbox_B_rMode_10,imgJ_click_hitbox_30_Forewing ,imgJ_click_hitbox_30_Hindwing ,imgJ_click_hitbox_30_Body,imgJ_click_hitbox_30_Tail ,imgJ_click_hitbox_10_Forewing ,imgJ_click_hitbox_10_Hindwing ,imgJ_click_hitbox_10_Body,imgJ_click_hitbox_10_Tail ,imgJ_click_img_L_ctr,imgJ_click_img_L_rMean_30,imgJ_click_img_L_rMode_30,imgJ_click_img_A_rMean_30,imgJ_click_img_A_rMode_30,imgJ_click_img_B_rMean_30,imgJ_click_img_B_rMode_30,imgJ_click_img_L_rMean_10,imgJ_click_img_L_rMode_10,imgJ_click_img_A_rMean_10,imgJ_click_img_A_rMode_10,imgJ_click_img_B_rMean_10,imgJ_click_img_B_rMode_10
1,P099,right,1,1,1,Gonepteryx_cleobule__Male,2,1,1,1,1263,218,111.528,98.851,""Right"",""Back"",255,200,53,1.034,119,1,1227.816,310.377,-180.677,1.039,231.893,2026-02-06,11:50:26,85.000,66.667,18.333,113.782,89.167,32.049,0,0,0,114.423,89.744,27.526,0,0,0,1,0,0,0,1,0,0,0,50.963,55.031,47.269,2.883,-0.037,19.902,0.128,53.181,47.248,0.611,-0.009,14.688,0.092
2,P099,right,1,1,2,Brintesia_circe__Male,1,0,0,1,649,556,164.884,52.876,""Right"",""Back"",255,233,51,0.846,95,1,676.897,511.082,-43.041,0.850,227.016,2026-02-06,11:50:31,0.000,0.000,0.000,85.336,66.787,31.248,0,0,0,53.942,46.385,11.314,0,0,0,0,1,1,0,0,1,1,0,49.031,49.061,47.183,0.228,-0.195,4.126,0.575,49.115,47.221,0.126,0.180,3.526,0.568
3,P099,right,1,2,1,Papilio_alexanor__Female,10,0,1,1,706,232,30.208,61.260,""Right"",""Front"",255,100,18,0.704,105,1,651.656,203.724,-2.719,0.708,225.883,2026-02-06,11:50:38,0.000,0.000,0.000,4.842,3.560,1.093,0,0,0,0.000,0.000,0.000,0,0,0,1,0,0,1,0,0,0,0,47.749,48.788,47.267,-0.991,0.017,3.035,0.052,48.261,47.579,-0.664,-0.398,1.946,1.112
4,P099,right,1,2,2,Lycaena_tityrus__Female,2,1,1,1,1216,195,73.686,111.905,""Right"",""Front"",0,0,0,0.774,116,0,1243.086,303.578,-177.693,0.778,227.458,2026-02-06,11:50:43,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.232,47.239,0.013,0.007,0.008,-0.002,47.240,47.240,0.007,0.007,-0.003,-0.003
5,P099,right,1,2,3,Pyrgus_sidae__Male,7,1,0,1,1248,833,132.202,90.327,""Right"",""Back"",255,255,50,0.759,113,1,1195.133,906.239,-186.379,0.761,227.292,2026-02-06,11:50:47,0.000,0.000,0.000,19.367,19.336,4.801,0,0,0,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,0,0,47.240,48.972,47.279,-0.211,2.951E-4,0.476,0.010,47.240,47.240,0.007,0.007,-0.003,-0.003
6,P099,right,1,3,1,Pyrgus_sidae__Male,3,1,1,1,941,512,-172.511,81.110,""Left"",""Back"",255,255,58,0.720,163,1,869.740,550.740,-216.020,0.724,227.867,2026-02-06,11:50:54,0.000,0.000,0.000,84.933,73.252,32.415,0,0,0,16.346,16.346,4.115,0,0,0,1,1,1,0,0,1,0,0,51.387,50.677,47.259,-0.724,2.234E-4,1.516,0.010,50.610,48.012,-0.463,-0.195,1.057,0.551
7,P099,right,1,3,2,Brintesia_circe__Male,8,0,0,1,742,759,-112.063,100.075,""Left"",""Back"",255,255,27,0.654,147,1,774.620,853.610,3.040,0.658,226.386,2026-02-06,11:50:59,0.000,0.000,0.000,22.595,21.434,3.778,0,0,0,0.000,0.000,0.000,0,0,0,1,1,0,0,0,0,0,0,47.240,47.254,47.236,0.121,0.006,1.118,0.008,47.313,47.243,0.035,0.007,0.336,0.002
8,P099,right,0,4,1,Gonepteryx_cleobule__Male,6,1,0,1,898,619,119.566,123.945,""Right"",""Back"",0,0,0,0.662,147,0,779.460,655.203,-136.549,0.667,223.468,2026-02-06,11:51:13,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.689,47.226,-0.196,0.006,1.114,0.036,47.240,47.240,0.007,0.007,-0.003,-0.003
9,P099,right,0,4,2,Lycaena_tityrus__Female,10,0,0,1,760,722,-94.995,159.445,""Left"",""Back"",0,0,0,0.582,132,0,765.992,881.332,2.841,0.586,228.709,2026-02-06,11:51:18,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
10,P099,right,0,4,3,Brintesia_circe__Male,8,0,0,1,810,802,-163.523,112.474,""Left"",""Back"",0,0,0,0.786,178,0,922.356,807.161,-13.847,0.790,227.887,2026-02-06,11:51:22,0.000,0.000,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.232,47.240,-0.016,0.007,0.080,-0.002,47.239,47.240,2.850E-4,0.006,0.014,-0.002
