 ,PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time,imgJ_click_hitbox_R_ctr,imgJ_click_hitbox_G_ctr ,imgJ_click_hitbox_B_ctr,imgJ_click_hitbox_R_rMean_30 ,imgJ_click_hitbox_G_rMean_30,imgJ_click_hitbox_B_rMean_30,imgJ_click_hitbox_R_rMode_30 ,imgJ_click_hitbox_G_rMode_30,imgJ_click_hitbox_B_rMode_30,imgJ_click_hitbox_R_rMean_10 ,imgJ_click_hitbox_G_rMean_10,imgJ_click_hitbox_B_rMean_10,imgJ_click_hitbox_R_rMode_10 ,imgJ_click_hitbox_G_rMode_10,imgJ_click_hitbox_B_rMode_10,imgJ_click_hitbox_30_Forewing ,imgJ_click_hitbox_30_Hindwing ,imgJ_click_hitbox_30_Body,imgJ_click_hitbox_30_Tail ,imgJ_click_hitbox_10_Forewing ,imgJ_click_hitbox_10_Hindwing ,imgJ_click_hitbox_10_Body,imgJ_click_hitbox_10_Tail ,imgJ_click_img_L_ctr,imgJ_click_img_L_rMean_30,imgJ_click_img_L_rMode_30,imgJ_click_img_A_rMean_30,imgJ_click_img_A_rMode_30,imgJ_click_img_B_rMean_30,imgJ_click_img_B_rMode_30,imgJ_click_img_L_rMean_10,imgJ_click_img_L_rMode_10,imgJ_click_img_A_rMean_10,imgJ_click_img_A_rMode_10,imgJ_click_img_B_rMean_10,imgJ_click_img_B_rMode_10
1,P092,right,1,1,1,Gonepteryx_cleobule__Male,6,0,0,1,742,658,-136.693,110.198,""Left"",""Back"",0,0,0,0.813,92,0,834.000,718.660,-9.908,0.816,230.346,2026-02-06,10:04:18,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.211,47.229,47.239,-0.092,0.007,0.283,-0.001,47.215,47.211,-0.164,-0.196,0.462,0.550
2,P092,right,1,1,2,Papilio_alexanor__Female,9,0,0,1,469,731,-171.907,83.169,""Left"",""Back"",255,216,29,0.820,95,1,534.574,782.158,29.866,0.824,235.585,2026-02-06,10:04:23,0,0,0.000,53.865,50.656,10.765,0,0,0,32.692,32.173,4.917,0,0,0,0,1,0,1,0,1,0,0,48.277,49.386,47.264,-0.601,0.019,4.106,0.057,48.478,47.245,0.226,0.012,2.490,0.020
3,P092,right,1,1,3,Pyrgus_sidae__Male,5,0,0,1,862,847,161.629,156.392,""Right"",""Back"",0,0,0,0.923,106,0,900.009,695.297,-57.563,0.927,231.893,2026-02-06,10:04:28,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
4,P092,right,1,1,4,Brintesia_circe__Male,7,1,1,1,1228,395,-113.464,240.240,""Left"",""Back"",0,0,0,1.098,127,0,1142.826,170.366,-177.301,1.102,234.071,2026-02-06,10:04:34,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
5,P092,right,1,1,5,Gonepteryx_cleobule__Male,1,0,0,1,605,583,170.226,49.546,""Right"",""Back"",255,200,77,0.734,85,1,631.500,541.136,-47.891,0.738,234.298,2026-02-06,10:04:39,0,0,0.000,106.519,92.438,39.421,0,0,0,0.000,0.000,0.000,0,0,0,0,1,1,0,0,0,0,0,48.795,56.365,47.277,-4.196,-0.196,20.341,0.665,49.169,47.587,-1.522,-0.398,4.952,1.105
6,P092,right,1,2,1,Lycaena_tityrus__Female,3,1,1,1,1069,487,-161.647,151.315,""Left"",""Back"",0,0,0,0.961,150,0,920.727,517.189,-209.861,0.965,236.274,2026-02-06,10:04:50,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
7,P092,right,1,2,2,Brintesia_circe__Male,4,1,1,1,520,776,-171.592,170.058,""Left"",""Back"",0,0,0,1.788,282,0,421.685,914.758,-243.089,1.791,237.797,2026-02-06,10:04:55,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
8,P092,right,1,2,3,Gonepteryx_cleobule__Male,7,0,0,1,903,882,163.734,135.217,""Right"",""Back"",0,0,0,1.217,188,0,1013.290,803.770,-19.082,1.221,233.481,2026-02-06,10:05:01,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
9,P092,right,1,2,4,Pyrgus_sidae__Male,2,1,1,1,690,334,152.589,152.590,""Right"",""Back"",0,0,0,1.580,245,0,576.226,435.682,-194.377,1.584,233.568,2026-02-06,10:05:06,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
10,P092,right,1,2,5,Gonepteryx_cleobule__Male,10,1,1,1,452,517,-163.859,145.611,""Left"",""Back"",0,0,0,1.924,292,0,348.179,414.903,-151.621,1.927,228.800,2026-02-06,10:05:12,0,0,0.000,0.000,0.000,0.000,0,0,0,0.000,0.000,0.000,0,0,0,0,0,0,0,0,0,0,0,47.240,47.240,47.240,0.007,0.007,-0.003,-0.003,47.240,47.240,0.007,0.007,-0.003,-0.003
11,P092,right,1,2,6,Lycaena_tityrus__Female,9,1,1,1,958,284,149.563,105.951,""Right"",""Back"",255,226,25,1.336,206,1,873.140,347.438,-186.343,1.339,232.961,2026-02-06,10:05:18,0,0,0.000,2.219,2.150,0.235,0,0,0,0.000,0.000,0.000,0,0,0,0,1,0,0,0,0,0,0,47.325,46.992,47.243,0.305,0.007,0.500,0.003,47.239,47.239,0.299,0.008,0.349,-6.399E-4
