frame,x,y,heading_deg
1,-0.7862098712734125,-0.5775925236715512,-9.156787939518729
5,-0.7817131783790046,-0.5808752808566766,-8.591704737404134
9,-0.7772205810553423,-0.5840298529219903,-8.00396919573537
13,-0.7727321978612056,-0.5870523360148052,-7.398244318027092
17,-0.7682482640135484,-0.5899396489322506,-6.77921040840489
21,-0.7637691131292719,-0.5926895389498611,-6.151534170819397
25,-0.7592951575700282,-0.5953005816344782,-5.519838267077552
29,-0.7548268679770709,-0.5977721745336122,-4.888671556251603
33,-0.7503647525813884,-0.6001045247361001,-4.2624802314426375
37,-0.7459093368561248,-0.6022986304032134,-3.6455800615877845
41,-0.7414611440444694,-0.6043562564709114,-3.042129936078315
45,-0.7370206770482427,-0.6062799048186123,-2.4561068984864423
49,-0.7325884021022279,-0.6080727792841911,-1.8912828427777553
53,-0.7281647345891458,-0.6097387459761392,-1.3512030311249523
57,-0.7237500272726396,-0.611282289390044,-0.8391665769554006
61,-0.719344561143396,-0.6127084648767939,-0.3582090202917215
65,-0.7149485389893563,-0.6140228480340678,0.08891289508023478
69,-0.7105620817175533,-0.6152314816014981,0.4997341514120809
73,-0.7061852273749283,-0.6163408204348638,0.8720920215400966
77,-0.7018179327408596,-0.617357675117804,1.204134215432745
81,-0.6974600772969721,-0.6182891547432888,1.4943245757993597
85,-0.6931114693217293,-0.6191426093640726,1.741446309795892
89,-0.6887718538095293,-0.6199255725742546,1.9446027638396641
93,-0.6844409218773824,-0.6206457046453902,2.1032157683580763
97,-0.6801183212971604,-0.6213107366025611,2.217021598781491
101,-0.6758036677779893,-0.6219284155902098,2.2860646180887816
105,-0.6714965566213367,-0.6225064518457092,2.3106886845681323
109,-0.6671965743801949,-0.6230524675713348,2.2915264260152948
113,-0.6629032298210995,-0.6235776881729487,2.1449140796051855
117,-0.6586150832533275,-0.6241443463609795,1.6180743609109058
121,-0.6543319438338494,-0.624770310004294,1.1001790812137384
125,-0.6500540558728306,-0.6254534371325247,0.5951286030968174
129,-0.6457816343966825,-0.6261908915633938,0.10683158630749333
133,-0.6415148527529485,-0.6269791454440752,-0.36082267863702
137,-0.6372538314607563,-0.627813987145441,-0.8039923144474063
141,-0.6329986286929735,-0.6286905344386964,-1.2189110609952614
145,-0.6287492327416108,-0.6296032528240876,-1.601916418363778
149,-0.6245055567717445,-0.6305459788303515,-1.9494775068504204
153,-0.6202674361124031,-0.6315119480629058,-2.2582224222245655
157,-0.6160346282669464,-0.6324938277493719,-2.524964866831812
161,-0.6118068157521662,-0.6334837535130401,-2.7467298412306604
165,-0.6075836117966084,-0.6344733700977561,-2.9207781869193563
169,-0.6033645688465382,-0.6354538757700979,-3.044629778316646
173,-0.5991491897447077,-0.6364160701346403,-3.116085171443471
177,-0.5949369413648405,-0.6373504051130178,-3.13324552764052
181,-0.5907272704057002,-0.6382470388544602,-3.094530643064673
185,-0.5865196209748571,-0.6390958923613255,-2.998694928537903
189,-0.5823134535258546,-0.6398867086247463,-2.84484119946487
193,-0.5781082646552586,-0.6406091140698916,-2.6324321518704936
197,-0.5739036072198432,-0.6412526821050237,-2.3612994180043194
201,-0.569699110200449,-0.6418069985516268,-2.0316501132759224
205,-0.5654944977192515,-0.6422617287033161,-1.6440708053765802
209,-0.5612896066124137,-0.6426066857188832,-1.199528856153284
213,-0.5570844019712271,-0.6428319000005268,-0.699371106972467
217,-0.5528789900924076,-0.6429276891439974,-0.1453198987791414
221,-0.5486736283223442,-0.6428847279758918,0.46053356134354256
225,-0.544468731340531,-0.6426941181184482,1.115738454746366
229,-0.5402648735033617,-0.6423474564483753,1.8174961741898485
233,-0.5360627869596422,-0.6418369017484061,2.562674642505844
237,-0.5318633553517276,-0.641155238793559,3.3478250347675003
241,-0.527667603028716,-0.6402959390734668,4.169200793022627
245,-0.5234766798177164,-0.6392532173321998,5.022778804719681
249,-0.5192918415224601,-0.638022083111511,5.904282599020723
253,-0.5151144264417298,-0.6365983865150993,6.809207399387383
257,-0.5109458283192566,-0.6349788574717291,7.732846856275384
261,-0.5067874662478684,-0.6331611378637994,8.670321270596743
265,-0.5026407521498346,-0.6311438060035304,9.616607106916565
269,-0.4985070565389595,-0.6289263930781785,10.566567585236752
273,-0.49438767333486483,-0.6265093913438672,11.514984131765285
277,-0.4902837845436486,-0.6238942540188516,12.456588462345843
281,-0.48619642563999854,-0.6210833870044351,13.386095067283184
285,-0.4821264524831001,-0.6180801327378613,14.29823386318464
289,-0.47807451057244393,-0.6148887466487007,15.187782776173291
293,-0.4740410074009577,-0.6115143668411505,16.049600021422247
297,-0.4700260885936693,-0.607962977752602,16.878655846409245
301,-0.4660296184330035,-0.6042413686381485,17.670063509573247
305,-0.46205116527003476,-0.6003570877971899,18.419109272136826
309,-0.4580899922082014,-0.5963183934892917,19.121281188687703
313,-0.45414505332593025,-0.592134202481105,19.772296491627284
317,-0.4502149955811461,-0.5878140371253459,20.368127375713346
321,-0.44629816641736286,-0.5833679717991967,20.90502500155777
325,-0.4423926269712433,-0.5788065794271812,21.379541550985078
329,-0.43849617066798785,-0.5741408786880545,21.788550182496433
333,-0.4346063468859279,-0.5693822823630365,22.129262751593586
337,-0.43072048927697126,-0.5645425471309108,22.399245178259783
341,-0.42683574824621656,-0.5596337249616031,22.596430362329038
345,-0.4229491270227872,-0.5546681161111985,22.719128566648326
349,-0.419057520694982,-0.5496582235849884,22.766035207693662
353,-0.41515775753613715,-0.5446167088173419,22.73623601347951
357,-0.4112466419129043,-0.5395563482233179,22.629209529035215
361,-0.4073209980446319,-0.5344899902111437,22.444826970248126
365,-0.40337771387087784,-0.5294305122098228,22.183349447321447
369,-0.39941378428351243,-0.5243907772635988,21.84542259930028
373,-0.39542635299028034,-0.5193835897747496,21.432068700918368
377,-0.3914127522980468,-0.5144216500366939,20.944676322248597
381,-0.3873705401363465,-0.5095175072877691,20.384987640149575
385,-0.383297533685392,-0.5046835111281314,19.75508351813526
389,-0.3791918390274675,-0.49993176127280253,19.057366487917772
393,-0.37505187630655884,-0.49527405575683053,18.294541781347025
397,-0.37087639995786864,-0.49072183785714435,17.469596575675048
401,-0.3666645136559069,-0.4862861421429194,16.585777627891893
405,-0.36241567972610655,-0.4819775402051126,15.646567485215575
409,-0.35812972286892775,-0.4778060867395257,14.6556594685787
413,-0.353806828155222,-0.47378126676023236,13.61693163406708
417,-0.3494475333648546,-0.469911944796269,12.534419923666373
421,-0.34505271585444364,-0.4662063169701269,11.412290721315507
425,-0.3406235742515103,-0.4626718668691681,10.254813033117866
429,-0.3361616053781071,-0.45931532609948994,9.06633051160437
433,-0.33166857690387813,-0.4561426403564093,7.8512335431750895
437,-0.3271464963134107,-0.4531589417586198,6.6139316152789
441,-0.3225975768428949,-0.4503685280775787,5.358826175553217
445,-0.3180242010942351,-0.4477748493544641,4.090284189078879
449,-0.3134288830691211,-0.44538050223974435,2.8126125921648697
453,-0.3088142293802036,-0.4431872322213338,1.5300338317358952
457,-0.3041829003911365,-0.4411959437331633,0.2466626685348533
461,-0.29953757201237624,-0.4394067179634435,-1.0335155899312718
465,-0.29488089883650603,-0.43781883801730587,-2.3066652743715625
469,-0.29021547923738145,-0.43643082093760077,-3.569118819081662
473,-0.28554382298403547,-0.4352404559552725,-4.817393386030102
477,-0.2808683218359251,-0.43424484823069903,-6.048205542778444
481,-0.2761912234939028,-0.43344046726230123,-7.258483906931762
485,-0.27151460918453757,-0.4328231990799523,-8.445379688028304
489,-0.266840375057331,-0.4323884013084662,-9.606275076468878
493,-0.26217021747805785,-0.43213096017975716,-10.738789448096513
497,-0.25750562220967965,-0.4320453485892869,-11.840783372205069
501,-0.2528478573874387,-0.43212568433045545,-12.910360429914004
505,-0.24819797011878525,-0.43236578769642403,-13.945866868840442
509,-0.24355678647318005,-0.43275923770887115,-14.945889138657922
513,-0.23892491457252235,-0.4332994263136302,-15.909249370305695
517,-0.2343027504504598,-0.4339796099703306,-16.834998879141917
521,-0.22969048631819505,-0.43479295815357444,-17.722409789074867
525,-0.22508812085526533,-0.4357325983736822,-18.57096489051695
529,-0.22049547113547505,-0.43679165741293213,-19.380345859751156
533,-0.21591218579977184,-0.43796329855630783,-20.150419980859997
537,-0.21133775909827,-0.43924075467240686,-20.881225523625755
541,-0.20677154544160278,-0.44061735706920596,-21.57295594166573
545,-0.20221277412603583,-0.44208656011021485,-22.225943064431924
549,-0.19766056392600612,-0.44364196162896974,-22.84063946449719
553,-0.19311393728070367,-0.4452773192240234,-23.41760018771234
557,-0.18857183383682016,-0.4469865625530545,-23.95746403829534
561,-0.18403312314656162,-0.4487638017741577,-24.460934613674816
565,-0.17949661635752925,-0.45060333230562627,-24.928761284930808
569,-0.17496107676828196,-0.4524996360935199,-25.361720317952273
573,-0.17042522915963235,-0.4544473795899419,-25.760596327972934
577,-0.16588776784644796,-0.45644140865511185,-26.126164255976907
581,-0.16134736342751502,-0.45847674060379245,-26.459172049624247
585,-0.15680266824156847,-0.4605485536221155,-26.760324223883938
589,-0.15225232056571109,-0.4626521737848754,-27.030266467547953
593,-0.1476949476180253,-0.46478305990636865,-27.26957145131289
597,-0.14312916744919374,-0.46693678646014325,-27.478725981246935
601,-0.13855358982841412,-0.46910902480476663,-27.65811962831768
605,-0.13396681624688364,-0.4712955229540381,-27.80803495035082
609,-0.12936743917772442,-0.47349208413097893,-27.92863940745056
613,-0.12475404074452066,-0.47569454434543434,-28.019979055670568
