ID,Pattern,Background,MeanV,Frame,Left,Right,Up,Down
T08_HmM_v44,Black,Mean,0,70,0.0347,0.0053,0.0178,0.0186
T08_HmM_v44,Black,Mean,0,71,0.0344,0.0039,0.0155,0.0206
T08_HmM_v44,Black,Mean,0,72,0.0342,0.0027,0.0136,0.0218
T08_HmM_v44,Black,Mean,0,73,0.0338,0.0018,0.0123,0.0221
T08_HmM_v44,Black,Mean,0,74,0.0329,0.0014,0.0122,0.022
T08_HmM_v44,Black,Mean,0,75,0.0319,0.0015,0.0136,0.0213
T08_HmM_v44,Black,Mean,0,76,0.0308,0.0025,0.0163,0.0201
T08_HmM_v44,Black,Mean,0,77,0.0298,0.0041,0.0199,0.018
T08_HmM_v44,Black,Mean,0,78,0.0289,0.0062,0.0239,0.0147
T08_HmM_v44,Black,Mean,0,79,0.0283,0.0087,0.0277,0.0102
T08_HmM_v44,Black,Mean,0,80,0.028,0.0115,0.0314,0.0052
T08_HmM_v44,Black,Mean,0,81,0.0288,0.0153,0.0365,0.0016
T08_HmM_v44,Black,Mean,0,82,0.031,0.0205,0.0441,0.0013
T08_HmM_v44,Black,Mean,0,83,0.0329,0.0257,0.051,0.0015
T08_HmM_v44,Black,Mean,0,84,0.0338,0.0305,0.0568,0.0019
T08_HmM_v44,Black,Mean,0,85,0.0335,0.0347,0.0614,0.0025
T08_HmM_v44,Black,Mean,0,86,0.0319,0.0382,0.065,0.0031
T08_HmM_v44,Black,Mean,0,87,0.029,0.0409,0.0677,0.0037
T08_HmM_v44,Black,Mean,0,88,0.0252,0.0428,0.0696,0.0042
T08_HmM_v44,Black,Mean,0,89,0.0208,0.0438,0.0707,0.0045
T08_HmM_v44,Black,Mean,0,90,0.0165,0.044,0.071,0.0043
T08_HmM_v44,Black,Mean,0,91,0.0129,0.0437,0.0704,0.0034
T08_HmM_v44,Black,Mean,0,92,0.0106,0.0432,0.069,0.0022
T08_HmM_v44,Black,Mean,0,93,0.0101,0.0428,0.0678,0.0015
T08_HmM_v44,Black,Mean,0,94,0.0121,0.0431,0.0677,0.0022
T08_HmM_v44,Black,Mean,0,95,0.0162,0.0438,0.068,0.0036
T08_HmM_v44,Black,Mean,0,96,0.0215,0.0443,0.0678,0.0044
T08_HmM_v44,Black,Mean,0,97,0.0272,0.0437,0.0671,0.0047
T08_HmM_v44,Black,Mean,0,98,0.0328,0.0418,0.0662,0.0044
T08_HmM_v44,Black,Mean,0,99,0.038,0.0386,0.0649,0.0035
T08_HmM_v44,Black,Mean,0,100,0.0426,0.0344,0.0635,0.0024
T08_HmM_v44,Black,Mean,0,101,0.0463,0.0294,0.0621,0.0017
T08_HmM_v44,Black,Mean,0,102,0.049,0.0243,0.0603,0.0013
T08_HmM_v44,Black,Mean,0,103,0.0506,0.0194,0.0576,0.0011
T08_HmM_v44,Black,Mean,0,104,0.0511,0.0153,0.0537,0.0011
T08_HmM_v44,Black,Mean,0,105,0.0509,0.0123,0.0488,0.0016
T08_HmM_v44,Black,Mean,0,106,0.0507,0.0108,0.0444,0.0039
T08_HmM_v44,Black,Mean,0,107,0.0506,0.0106,0.0421,0.009
T08_HmM_v44,Black,Mean,0,108,0.0506,0.0108,0.041,0.0157
T08_HmM_v44,Black,Mean,0,109,0.0505,0.0108,0.0406,0.0228
T08_HmM_v44,Black,Mean,0,110,0.0503,0.0103,0.0405,0.0292
T08_HmM_v44,Black,Mean,0,111,0.05,0.0094,0.0406,0.0345
T08_HmM_v44,Black,Mean,0,112,0.0497,0.0084,0.0409,0.038
T08_HmM_v44,Black,Mean,0,113,0.049,0.0076,0.0416,0.0397
T08_HmM_v44,Black,Mean,0,114,0.0477,0.007,0.0426,0.0391
T08_HmM_v44,Black,Mean,0,115,0.0458,0.007,0.0438,0.0361
T08_HmM_v44,Black,Mean,0,116,0.0433,0.0074,0.0453,0.0308
T08_HmM_v44,Black,Mean,0,117,0.0405,0.0084,0.0467,0.0234
T08_HmM_v44,Black,Mean,0,118,0.0376,0.0098,0.0482,0.0146
T08_HmM_v44,Black,Mean,0,119,0.0355,0.012,0.051,0.0065
T08_HmM_v44,Black,Mean,0,120,0.0363,0.0166,0.0591,0.0039
T08_HmM_v44,Black,Mean,0,121,0.0382,0.0217,0.0679,0.0033
T08_HmM_v44,Black,Mean,0,122,0.0401,0.026,0.0757,0.0031
T08_HmM_v44,Black,Mean,0,123,0.0416,0.0293,0.0819,0.0033
T08_HmM_v44,Black,Mean,0,124,0.0425,0.0313,0.0863,0.0039
T08_HmM_v44,Black,Mean,0,125,0.0425,0.0321,0.0886,0.0046
T08_HmM_v44,Black,Mean,0,126,0.0415,0.0318,0.0887,0.0052
T08_HmM_v44,Black,Mean,0,127,0.0394,0.0303,0.0865,0.0057
T08_HmM_v44,Patterned,Mean,68.8475,0,0.002,0.0001,0.0006,0.0005
T08_HmM_v44,Patterned,Mean,68.8475,1,0.0022,0.0002,0.0007,0.0006
T08_HmM_v44,Patterned,Mean,68.8475,2,0.0025,0.0002,0.0008,0.0006
T08_HmM_v44,Patterned,Mean,68.8475,3,0.0027,0.0002,0.0009,0.0007
T08_HmM_v44,Patterned,Mean,68.8475,4,0.0028,0.0003,0.0009,0.0007
T08_HmM_v44,Patterned,Mean,68.8475,5,0.0029,0.0004,0.001,0.0008
T08_HmM_v44,Patterned,Mean,68.8475,6,0.0029,0.0005,0.0011,0.0009
T08_HmM_v44,Patterned,Mean,68.8475,7,0.0028,0.0007,0.0012,0.001
T08_HmM_v44,Patterned,Mean,68.8475,8,0.0028,0.0009,0.0013,0.001
T08_HmM_v44,Patterned,Mean,68.8475,9,0.0027,0.0011,0.0014,0.0011
T08_HmM_v44,Patterned,Mean,68.8475,10,0.0026,0.0013,0.0015,0.0012
T08_HmM_v44,Patterned,Mean,68.8475,11,0.0025,0.0014,0.0016,0.0012
T08_HmM_v44,Patterned,Mean,68.8475,12,0.0024,0.0015,0.0016,0.0013
T08_HmM_v44,Patterned,Mean,68.8475,13,0.0023,0.0016,0.0017,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,14,0.0023,0.0016,0.0017,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,15,0.0023,0.0016,0.0018,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,16,0.0023,0.0015,0.0018,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,17,0.0023,0.0014,0.0018,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,18,0.0023,0.0013,0.0019,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,19,0.0023,0.0012,0.0019,0.0013
T08_HmM_v44,Patterned,Mean,68.8475,20,0.0022,0.0012,0.0019,0.0013
T08_HmM_v44,Patterned,Mean,68.8475,21,0.0022,0.0012,0.002,0.0012
T08_HmM_v44,Patterned,Mean,68.8475,22,0.0021,0.0014,0.0021,0.0013
T08_HmM_v44,Patterned,Mean,68.8475,23,0.0021,0.0016,0.0022,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,24,0.002,0.0018,0.0022,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,25,0.0019,0.0018,0.0021,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,26,0.0018,0.0018,0.0021,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,27,0.0017,0.0017,0.002,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,28,0.0017,0.0016,0.0021,0.0016
T08_HmM_v44,Patterned,Mean,68.8475,29,0.0017,0.0016,0.0022,0.0018
T08_HmM_v44,Patterned,Mean,68.8475,30,0.0018,0.0015,0.0025,0.0021
T08_HmM_v44,Patterned,Mean,68.8475,31,0.002,0.0014,0.003,0.0025
T08_HmM_v44,Patterned,Mean,68.8475,32,0.0023,0.0016,0.0037,0.003
T08_HmM_v44,Patterned,Mean,68.8475,33,0.0027,0.0018,0.0044,0.0034
T08_HmM_v44,Patterned,Mean,68.8475,34,0.0031,0.0022,0.005,0.0037
T08_HmM_v44,Patterned,Mean,68.8475,35,0.0033,0.0025,0.0054,0.0036
T08_HmM_v44,Patterned,Mean,68.8475,36,0.0034,0.0027,0.0056,0.0033
T08_HmM_v44,Patterned,Mean,68.8475,37,0.0033,0.0029,0.0054,0.0025
T08_HmM_v44,Patterned,Mean,68.8475,38,0.003,0.003,0.0052,0.0016
T08_HmM_v44,Patterned,Mean,68.8475,39,0.003,0.0034,0.0055,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,40,0.0033,0.0041,0.0062,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,41,0.0038,0.0049,0.0071,0.0018
T08_HmM_v44,Patterned,Mean,68.8475,42,0.0043,0.0059,0.0082,0.0022
T08_HmM_v44,Patterned,Mean,68.8475,43,0.0048,0.007,0.0094,0.0026
T08_HmM_v44,Patterned,Mean,68.8475,44,0.0053,0.0083,0.0108,0.003
T08_HmM_v44,Patterned,Mean,68.8475,45,0.0058,0.0096,0.0124,0.0033
T08_HmM_v44,Patterned,Mean,68.8475,46,0.0062,0.0111,0.0139,0.0033
T08_HmM_v44,Patterned,Mean,68.8475,47,0.0062,0.0123,0.0154,0.003
T08_HmM_v44,Patterned,Mean,68.8475,48,0.0061,0.0133,0.0167,0.0025
T08_HmM_v44,Patterned,Mean,68.8475,49,0.0058,0.0141,0.0178,0.0018
T08_HmM_v44,Patterned,Mean,68.8475,50,0.0055,0.0145,0.0189,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,51,0.0055,0.0147,0.0197,0.0012
T08_HmM_v44,Patterned,Mean,68.8475,52,0.0058,0.0146,0.0202,0.0012
T08_HmM_v44,Patterned,Mean,68.8475,53,0.0064,0.0142,0.0202,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,54,0.0073,0.0136,0.0198,0.0018
T08_HmM_v44,Patterned,Mean,68.8475,55,0.0084,0.0129,0.0191,0.0024
T08_HmM_v44,Patterned,Mean,68.8475,56,0.0099,0.0123,0.0183,0.0031
T08_HmM_v44,Patterned,Mean,68.8475,57,0.0113,0.0115,0.0173,0.0037
T08_HmM_v44,Patterned,Mean,68.8475,58,0.0124,0.0107,0.0161,0.0042
T08_HmM_v44,Patterned,Mean,68.8475,59,0.0132,0.0098,0.0148,0.0043
T08_HmM_v44,Patterned,Mean,68.8475,60,0.0135,0.009,0.0134,0.0041
T08_HmM_v44,Patterned,Mean,68.8475,61,0.0133,0.0082,0.0121,0.0036
T08_HmM_v44,Patterned,Mean,68.8475,62,0.0127,0.0074,0.0108,0.0031
T08_HmM_v44,Patterned,Mean,68.8475,63,0.0117,0.0067,0.0096,0.0025
T08_HmM_v44,Patterned,Mean,68.8475,64,0.0103,0.0061,0.0085,0.002
T08_HmM_v44,Patterned,Mean,68.8475,65,0.0086,0.0055,0.0074,0.0016
T08_HmM_v44,Patterned,Mean,68.8475,66,0.0068,0.005,0.0064,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,67,0.0051,0.0047,0.0056,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,68,0.0044,0.0054,0.0054,0.0022
T08_HmM_v44,Patterned,Mean,68.8475,69,0.0041,0.0062,0.0054,0.0031
T08_HmM_v44,Patterned,Mean,68.8475,70,0.004,0.007,0.0055,0.0039
T08_HmM_v44,Patterned,Mean,68.8475,71,0.0039,0.0076,0.0057,0.0047
T08_HmM_v44,Patterned,Mean,68.8475,72,0.0041,0.008,0.006,0.0053
T08_HmM_v44,Patterned,Mean,68.8475,73,0.0043,0.0082,0.0065,0.0058
T08_HmM_v44,Patterned,Mean,68.8475,74,0.0047,0.0082,0.007,0.006
T08_HmM_v44,Patterned,Mean,68.8475,75,0.0049,0.0079,0.0073,0.0058
T08_HmM_v44,Patterned,Mean,68.8475,76,0.0049,0.0074,0.0074,0.0052
T08_HmM_v44,Patterned,Mean,68.8475,77,0.0045,0.0066,0.0071,0.004
T08_HmM_v44,Patterned,Mean,68.8475,78,0.0038,0.0055,0.0066,0.0025
T08_HmM_v44,Patterned,Mean,68.8475,79,0.0031,0.0045,0.0062,0.0013
T08_HmM_v44,Patterned,Mean,68.8475,80,0.0035,0.0048,0.0064,0.0009
T08_HmM_v44,Patterned,Mean,68.8475,81,0.0049,0.0062,0.007,0.0011
T08_HmM_v44,Patterned,Mean,68.8475,82,0.0065,0.0079,0.0076,0.0015
T08_HmM_v44,Patterned,Mean,68.8475,83,0.0079,0.0096,0.008,0.002
T08_HmM_v44,Patterned,Mean,68.8475,84,0.0091,0.011,0.0084,0.0023
T08_HmM_v44,Patterned,Mean,68.8475,85,0.0098,0.0122,0.009,0.0026
T08_HmM_v44,Patterned,Mean,68.8475,86,0.0102,0.0131,0.0099,0.0028
T08_HmM_v44,Patterned,Mean,68.8475,87,0.0103,0.0137,0.0114,0.0031
T08_HmM_v44,Patterned,Mean,68.8475,88,0.0102,0.0143,0.0134,0.0034
T08_HmM_v44,Patterned,Mean,68.8475,89,0.01,0.0147,0.0155,0.0034
T08_HmM_v44,Patterned,Mean,68.8475,90,0.0096,0.0149,0.0173,0.003
T08_HmM_v44,Patterned,Mean,68.8475,91,0.0089,0.0147,0.0186,0.0023
T08_HmM_v44,Patterned,Mean,68.8475,92,0.0083,0.0141,0.0192,0.0014
T08_HmM_v44,Patterned,Mean,68.8475,93,0.008,0.0135,0.0195,0.0008
T08_HmM_v44,Patterned,Mean,68.8475,94,0.0085,0.0132,0.0196,0.001
T08_HmM_v44,Patterned,Mean,68.8475,95,0.0101,0.0134,0.0199,0.0023
T08_HmM_v44,Patterned,Mean,68.8475,96,0.0121,0.0137,0.0198,0.0037
T08_HmM_v44,Patterned,Mean,68.8475,97,0.0138,0.0134,0.0191,0.0049
T08_HmM_v44,Patterned,Mean,68.8475,98,0.015,0.0126,0.0178,0.0056
T08_HmM_v44,Patterned,Mean,68.8475,99,0.0159,0.0114,0.0162,0.0057
T08_HmM_v44,Patterned,Mean,68.8475,100,0.0165,0.01,0.0145,0.0054
T08_HmM_v44,Patterned,Mean,68.8475,101,0.017,0.0086,0.0131,0.0049
T08_HmM_v44,Patterned,Mean,68.8475,102,0.0173,0.0073,0.0121,0.0042
T08_HmM_v44,Patterned,Mean,68.8475,103,0.0174,0.006,0.0115,0.0035
T08_HmM_v44,Patterned,Mean,68.8475,104,0.0172,0.0047,0.0111,0.0029
T08_HmM_v44,Patterned,Mean,68.8475,105,0.0166,0.0036,0.0108,0.0022
T08_HmM_v44,Patterned,Mean,68.8475,106,0.0158,0.0027,0.0105,0.0017
T08_HmM_v44,Patterned,Mean,68.8475,107,0.015,0.0025,0.0108,0.002
T08_HmM_v44,Patterned,Mean,68.8475,108,0.0142,0.0028,0.0111,0.0026
T08_HmM_v44,Patterned,Mean,68.8475,109,0.0132,0.0033,0.0114,0.0033
T08_HmM_v44,Patterned,Mean,68.8475,110,0.012,0.0039,0.0115,0.0041
T08_HmM_v44,Patterned,Mean,68.8475,111,0.0109,0.0046,0.0115,0.0048
T08_HmM_v44,Patterned,Mean,68.8475,112,0.0098,0.0053,0.0113,0.0052
T08_HmM_v44,Patterned,Mean,68.8475,113,0.0086,0.0057,0.0109,0.0053
T08_HmM_v44,Patterned,Mean,68.8475,114,0.0075,0.0059,0.0101,0.005
T08_HmM_v44,Patterned,Mean,68.8475,115,0.0064,0.0057,0.0091,0.0044
T08_HmM_v44,Patterned,Mean,68.8475,116,0.0055,0.0055,0.0081,0.0036
T08_HmM_v44,Patterned,Mean,68.8475,117,0.005,0.0055,0.0074,0.003
T08_HmM_v44,Patterned,Mean,68.8475,118,0.005,0.0059,0.007,0.0027
T08_HmM_v44,Patterned,Mean,68.8475,119,0.0057,0.0069,0.007,0.0029
T08_HmM_v44,Patterned,Mean,68.8475,120,0.0071,0.0086,0.0076,0.0035
T08_HmM_v44,Patterned,Mean,68.8475,121,0.009,0.011,0.0087,0.0045
T08_HmM_v44,Patterned,Mean,68.8475,122,0.0114,0.0143,0.0104,0.0058
T08_HmM_v44,Patterned,Mean,68.8475,123,0.0143,0.0183,0.0129,0.0074
T08_HmM_v44,Patterned,Mean,68.8475,124,0.0174,0.0227,0.0162,0.0093
T08_HmM_v44,Patterned,Mean,68.8475,125,0.0203,0.0271,0.0203,0.0114
T08_HmM_v44,Patterned,Mean,68.8475,126,0.0226,0.0307,0.0246,0.0134
T08_HmM_v44,Patterned,Mean,68.8475,127,0.024,0.0332,0.0285,0.0149
T08_HmM_v44,Averaged,Mean,68.8475,0,6.18E-06,9.74E-07,2.90E-06,3.46E-06
T08_HmM_v44,Averaged,Mean,68.8475,1,6.47E-06,1.41E-06,3.53E-06,3.73E-06
T08_HmM_v44,Averaged,Mean,68.8475,2,6.45E-06,2.08E-06,4.41E-06,3.89E-06
T08_HmM_v44,Averaged,Mean,68.8475,3,6.15E-06,3.14E-06,5.70E-06,3.97E-06
T08_HmM_v44,Averaged,Mean,68.8475,4,5.64E-06,4.77E-06,7.52E-06,4.03E-06
T08_HmM_v44,Averaged,Mean,68.8475,5,5.04E-06,7.08E-06,9.92E-06,4.08E-06
T08_HmM_v44,Averaged,Mean,68.8475,6,4.44E-06,1.01E-05,1.29E-05,4.08E-06
T08_HmM_v44,Averaged,Mean,68.8475,7,3.98E-06,1.37E-05,1.62E-05,4.02E-06
T08_HmM_v44,Averaged,Mean,68.8475,8,3.90E-06,1.80E-05,1.97E-05,3.94E-06
T08_HmM_v44,Averaged,Mean,68.8475,9,4.16E-06,2.24E-05,2.35E-05,3.97E-06
T08_HmM_v44,Averaged,Mean,68.8475,10,4.58E-06,2.65E-05,2.71E-05,4.16E-06
T08_HmM_v44,Averaged,Mean,68.8475,11,5.19E-06,3.00E-05,3.05E-05,4.52E-06
T08_HmM_v44,Averaged,Mean,68.8475,12,5.97E-06,3.28E-05,3.34E-05,4.94E-06
T08_HmM_v44,Averaged,Mean,68.8475,13,6.88E-06,3.47E-05,3.58E-05,5.32E-06
T08_HmM_v44,Averaged,Mean,68.8475,14,7.86E-06,3.58E-05,3.74E-05,5.58E-06
T08_HmM_v44,Averaged,Mean,68.8475,15,8.85E-06,3.62E-05,3.86E-05,5.64E-06
T08_HmM_v44,Averaged,Mean,68.8475,16,9.78E-06,3.62E-05,3.92E-05,5.47E-06
T08_HmM_v44,Averaged,Mean,68.8475,17,1.06E-05,3.57E-05,3.93E-05,5.14E-06
T08_HmM_v44,Averaged,Mean,68.8475,18,1.13E-05,3.47E-05,3.90E-05,4.79E-06
T08_HmM_v44,Averaged,Mean,68.8475,19,1.20E-05,3.31E-05,3.82E-05,4.68E-06
T08_HmM_v44,Averaged,Mean,68.8475,20,1.25E-05,3.06E-05,3.65E-05,4.81E-06
T08_HmM_v44,Averaged,Mean,68.8475,21,1.28E-05,2.69E-05,3.35E-05,5.04E-06
T08_HmM_v44,Averaged,Mean,68.8475,22,1.30E-05,2.23E-05,2.94E-05,5.48E-06
T08_HmM_v44,Averaged,Mean,68.8475,23,1.49E-05,1.87E-05,2.49E-05,6.86E-06
T08_HmM_v44,Averaged,Mean,68.8475,24,1.83E-05,1.63E-05,2.10E-05,9.44E-06
T08_HmM_v44,Averaged,Mean,68.8475,25,2.26E-05,1.51E-05,1.84E-05,1.35E-05
T08_HmM_v44,Averaged,Mean,68.8475,26,2.76E-05,1.53E-05,1.73E-05,1.87E-05
T08_HmM_v44,Averaged,Mean,68.8475,27,3.20E-05,1.59E-05,1.66E-05,2.35E-05
T08_HmM_v44,Averaged,Mean,68.8475,28,3.46E-05,1.63E-05,1.58E-05,2.71E-05
T08_HmM_v44,Averaged,Mean,68.8475,29,3.56E-05,1.66E-05,1.50E-05,2.93E-05
T08_HmM_v44,Averaged,Mean,68.8475,30,3.53E-05,1.72E-05,1.42E-05,3.01E-05
T08_HmM_v44,Averaged,Mean,68.8475,31,3.43E-05,1.85E-05,1.39E-05,2.96E-05
T08_HmM_v44,Averaged,Mean,68.8475,32,3.28E-05,2.07E-05,1.45E-05,2.80E-05
T08_HmM_v44,Averaged,Mean,68.8475,33,3.09E-05,2.36E-05,1.64E-05,2.57E-05
T08_HmM_v44,Averaged,Mean,68.8475,34,2.86E-05,2.68E-05,2.01E-05,2.28E-05
T08_HmM_v44,Averaged,Mean,68.8475,35,2.55E-05,2.98E-05,2.57E-05,1.98E-05
T08_HmM_v44,Averaged,Mean,68.8475,36,2.19E-05,3.24E-05,3.32E-05,1.68E-05
T08_HmM_v44,Averaged,Mean,68.8475,37,1.86E-05,3.50E-05,4.19E-05,1.38E-05
T08_HmM_v44,Averaged,Mean,68.8475,38,1.63E-05,3.84E-05,5.14E-05,1.08E-05
T08_HmM_v44,Averaged,Mean,68.8475,39,1.55E-05,4.29E-05,6.16E-05,8.66E-06
T08_HmM_v44,Averaged,Mean,68.8475,40,1.66E-05,4.90E-05,7.33E-05,8.73E-06
T08_HmM_v44,Averaged,Mean,68.8475,41,1.94E-05,5.67E-05,8.58E-05,1.09E-05
T08_HmM_v44,Averaged,Mean,68.8475,42,2.24E-05,6.47E-05,9.76E-05,1.38E-05
T08_HmM_v44,Averaged,Mean,68.8475,43,2.41E-05,7.18E-05,0.0001,1.64E-05
T08_HmM_v44,Averaged,Mean,68.8475,44,2.41E-05,7.77E-05,0.0001,1.81E-05
T08_HmM_v44,Averaged,Mean,68.8475,45,2.23E-05,8.22E-05,0.0001,1.85E-05
T08_HmM_v44,Averaged,Mean,68.8475,46,1.90E-05,8.55E-05,0.0001,1.74E-05
T08_HmM_v44,Averaged,Mean,68.8475,47,1.51E-05,8.78E-05,0.0001,1.50E-05
T08_HmM_v44,Averaged,Mean,68.8475,48,1.13E-05,8.92E-05,0.0001,1.17E-05
T08_HmM_v44,Averaged,Mean,68.8475,49,8.23E-06,8.98E-05,0.0001,8.41E-06
T08_HmM_v44,Averaged,Mean,68.8475,50,6.58E-06,8.97E-05,0.0001,6.04E-06
T08_HmM_v44,Averaged,Mean,68.8475,51,6.88E-06,8.91E-05,0.0001,5.25E-06
T08_HmM_v44,Averaged,Mean,68.8475,52,9.51E-06,8.85E-05,0.0001,6.25E-06
T08_HmM_v44,Averaged,Mean,68.8475,53,1.41E-05,8.76E-05,0.0001,8.69E-06
T08_HmM_v44,Averaged,Mean,68.8475,54,2.01E-05,8.63E-05,0.0001,1.16E-05
T08_HmM_v44,Averaged,Mean,68.8475,55,2.67E-05,8.44E-05,0.0001,1.39E-05
T08_HmM_v44,Averaged,Mean,68.8475,56,3.36E-05,8.18E-05,0.0001,1.48E-05
T08_HmM_v44,Averaged,Mean,68.8475,57,4.04E-05,7.84E-05,0.0001,1.42E-05
T08_HmM_v44,Averaged,Mean,68.8475,58,4.71E-05,7.41E-05,0.0001,1.23E-05
T08_HmM_v44,Averaged,Mean,68.8475,59,5.34E-05,6.88E-05,0.0001,9.49E-06
T08_HmM_v44,Averaged,Mean,68.8475,60,5.88E-05,6.22E-05,9.38E-05,6.40E-06
T08_HmM_v44,Averaged,Mean,68.8475,61,6.29E-05,5.43E-05,8.69E-05,3.69E-06
T08_HmM_v44,Averaged,Mean,68.8475,62,6.55E-05,4.55E-05,7.99E-05,1.78E-06
T08_HmM_v44,Averaged,Mean,68.8475,63,6.64E-05,3.65E-05,7.24E-05,8.45E-07
T08_HmM_v44,Averaged,Mean,68.8475,64,6.72E-05,2.93E-05,6.47E-05,1.41E-06
T08_HmM_v44,Averaged,Mean,68.8475,65,6.84E-05,2.49E-05,5.83E-05,4.80E-06
T08_HmM_v44,Averaged,Mean,68.8475,66,6.88E-05,2.17E-05,5.27E-05,1.03E-05
T08_HmM_v44,Averaged,Mean,68.8475,67,6.81E-05,1.87E-05,4.76E-05,1.68E-05
T08_HmM_v44,Averaged,Mean,68.8475,68,6.68E-05,1.57E-05,4.27E-05,2.35E-05
T08_HmM_v44,Averaged,Mean,68.8475,69,6.55E-05,1.27E-05,3.79E-05,2.97E-05
T08_HmM_v44,Averaged,Mean,68.8475,70,6.45E-05,9.78E-06,3.32E-05,3.47E-05
T08_HmM_v44,Averaged,Mean,68.8475,71,6.41E-05,7.25E-06,2.89E-05,3.84E-05
T08_HmM_v44,Averaged,Mean,68.8475,72,6.37E-05,5.10E-06,2.53E-05,4.05E-05
T08_HmM_v44,Averaged,Mean,68.8475,73,6.28E-05,3.43E-06,2.30E-05,4.12E-05
T08_HmM_v44,Averaged,Mean,68.8475,74,6.13E-05,2.54E-06,2.28E-05,4.09E-05
T08_HmM_v44,Averaged,Mean,68.8475,75,5.94E-05,2.85E-06,2.53E-05,3.97E-05
T08_HmM_v44,Averaged,Mean,68.8475,76,5.74E-05,4.62E-06,3.04E-05,3.75E-05
T08_HmM_v44,Averaged,Mean,68.8475,77,5.54E-05,7.66E-06,3.71E-05,3.35E-05
T08_HmM_v44,Averaged,Mean,68.8475,78,5.38E-05,1.16E-05,4.44E-05,2.73E-05
T08_HmM_v44,Averaged,Mean,68.8475,79,5.26E-05,1.62E-05,5.16E-05,1.90E-05
T08_HmM_v44,Averaged,Mean,68.8475,80,5.22E-05,2.14E-05,5.85E-05,9.60E-06
T08_HmM_v44,Averaged,Mean,68.8475,81,5.37E-05,2.85E-05,6.80E-05,3.06E-06
T08_HmM_v44,Averaged,Mean,68.8475,82,5.78E-05,3.82E-05,8.20E-05,2.44E-06
T08_HmM_v44,Averaged,Mean,68.8475,83,6.12E-05,4.78E-05,9.48E-05,2.74E-06
T08_HmM_v44,Averaged,Mean,68.8475,84,6.29E-05,5.67E-05,0.0001,3.52E-06
T08_HmM_v44,Averaged,Mean,68.8475,85,6.24E-05,6.46E-05,0.0001,4.59E-06
T08_HmM_v44,Averaged,Mean,68.8475,86,5.93E-05,7.11E-05,0.0001,5.79E-06
T08_HmM_v44,Averaged,Mean,68.8475,87,5.40E-05,7.62E-05,0.0001,6.94E-06
T08_HmM_v44,Averaged,Mean,68.8475,88,4.68E-05,7.97E-05,0.0001,7.90E-06
T08_HmM_v44,Averaged,Mean,68.8475,89,3.87E-05,8.15E-05,0.0001,8.35E-06
T08_HmM_v44,Averaged,Mean,68.8475,90,3.07E-05,8.20E-05,0.0001,7.92E-06
T08_HmM_v44,Averaged,Mean,68.8475,91,2.40E-05,8.14E-05,0.0001,6.39E-06
T08_HmM_v44,Averaged,Mean,68.8475,92,1.96E-05,8.03E-05,0.0001,4.09E-06
T08_HmM_v44,Averaged,Mean,68.8475,93,1.89E-05,7.97E-05,0.0001,2.80E-06
T08_HmM_v44,Averaged,Mean,68.8475,94,2.26E-05,8.03E-05,0.0001,4.19E-06
T08_HmM_v44,Averaged,Mean,68.8475,95,3.02E-05,8.16E-05,0.0001,6.64E-06
T08_HmM_v44,Averaged,Mean,68.8475,96,4.01E-05,8.24E-05,0.0001,8.22E-06
T08_HmM_v44,Averaged,Mean,68.8475,97,5.07E-05,8.13E-05,0.0001,8.73E-06
T08_HmM_v44,Averaged,Mean,68.8475,98,6.11E-05,7.78E-05,0.0001,8.12E-06
T08_HmM_v44,Averaged,Mean,68.8475,99,7.08E-05,7.19E-05,0.0001,6.50E-06
T08_HmM_v44,Averaged,Mean,68.8475,100,7.92E-05,6.40E-05,0.0001,4.52E-06
T08_HmM_v44,Averaged,Mean,68.8475,101,8.61E-05,5.48E-05,0.0001,3.12E-06
T08_HmM_v44,Averaged,Mean,68.8475,102,9.12E-05,4.52E-05,0.0001,2.36E-06
T08_HmM_v44,Averaged,Mean,68.8475,103,9.42E-05,3.62E-05,0.0001,1.96E-06
T08_HmM_v44,Averaged,Mean,68.8475,104,9.51E-05,2.84E-05,1.00E-04,2.05E-06
T08_HmM_v44,Averaged,Mean,68.8475,105,9.47E-05,2.29E-05,9.09E-05,3.02E-06
T08_HmM_v44,Averaged,Mean,68.8475,106,9.43E-05,2.02E-05,8.27E-05,7.18E-06
T08_HmM_v44,Averaged,Mean,68.8475,107,9.42E-05,1.97E-05,7.83E-05,1.67E-05
