butterfly,path,hitbox_image,frame,hitbox_x,hitbox_y,hitbox_w,hitbox_h,hitbox_r,hitbox_area,body_area,forewing_area,hindwing_area,tail_area
Brintesia_circe__Male,10,0027.png,27,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0028.png,28,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0029.png,29,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0030.png,30,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0031.png,31,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0032.png,32,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0033.png,33,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0034.png,34,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0035.png,35,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0036.png,36,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0037.png,37,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0038.png,38,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0039.png,39,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0040.png,40,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0041.png,41,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0042.png,42,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0043.png,43,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0044.png,44,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0045.png,45,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0046.png,46,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0047.png,47,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0048.png,48,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0049.png,49,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0050.png,50,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0051.png,51,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0052.png,52,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0053.png,53,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0054.png,54,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0055.png,55,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0056.png,56,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0057.png,57,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0058.png,58,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0059.png,59,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0060.png,60,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0061.png,61,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0062.png,62,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0063.png,63,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0064.png,64,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0065.png,65,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0066.png,66,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0067.png,67,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0068.png,68,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0069.png,69,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0070.png,70,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0071.png,71,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0072.png,72,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0073.png,73,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0074.png,74,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0075.png,75,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0076.png,76,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0077.png,77,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0078.png,78,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0079.png,79,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0080.png,80,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0081.png,81,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0082.png,82,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0083.png,83,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0084.png,84,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0085.png,85,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0086.png,86,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0087.png,87,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0088.png,88,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0089.png,89,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0090.png,90,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0091.png,91,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0092.png,92,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0093.png,93,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0094.png,94,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0095.png,95,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0096.png,96,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0097.png,97,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0098.png,98,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0099.png,99,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0100.png,100,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0101.png,101,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0102.png,102,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0103.png,103,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0104.png,104,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0105.png,105,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0106.png,106,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0107.png,107,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0108.png,108,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0109.png,109,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0110.png,110,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0111.png,111,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0112.png,112,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0113.png,113,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0114.png,114,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0115.png,115,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0116.png,116,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0117.png,117,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0118.png,118,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0119.png,119,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0120.png,120,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0121.png,121,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0122.png,122,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0123.png,123,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0124.png,124,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0125.png,125,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0126.png,126,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0127.png,127,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0128.png,128,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0129.png,129,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0130.png,130,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0131.png,131,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0132.png,132,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0133.png,133,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0134.png,134,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0135.png,135,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0136.png,136,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0137.png,137,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0138.png,138,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0139.png,139,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0140.png,140,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0141.png,141,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0142.png,142,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0143.png,143,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0144.png,144,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0145.png,145,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0146.png,146,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0147.png,147,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0148.png,148,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0149.png,149,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0150.png,150,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0151.png,151,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0152.png,152,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0153.png,153,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0154.png,154,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0155.png,155,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0156.png,156,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0157.png,157,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0158.png,158,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0159.png,159,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0160.png,160,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0161.png,161,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0162.png,162,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0163.png,163,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0164.png,164,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0165.png,165,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0166.png,166,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0167.png,167,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0168.png,168,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0169.png,169,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0170.png,170,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0171.png,171,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0172.png,172,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0173.png,173,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0174.png,174,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0175.png,175,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0176.png,176,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0177.png,177,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0178.png,178,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0179.png,179,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0180.png,180,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0181.png,181,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0182.png,182,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0183.png,183,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0184.png,184,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0185.png,185,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0186.png,186,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0187.png,187,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0188.png,188,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0189.png,189,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0190.png,190,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0191.png,191,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0192.png,192,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0193.png,193,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0194.png,194,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0195.png,195,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0196.png,196,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0197.png,197,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0198.png,198,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0199.png,199,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0200.png,200,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0201.png,201,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0202.png,202,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0203.png,203,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0204.png,204,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0205.png,205,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0206.png,206,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0207.png,207,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0208.png,208,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0209.png,209,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0210.png,210,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0211.png,211,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0212.png,212,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0213.png,213,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0214.png,214,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0215.png,215,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0216.png,216,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0217.png,217,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0218.png,218,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0219.png,219,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0220.png,220,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0221.png,221,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0222.png,222,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0223.png,223,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0224.png,224,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0225.png,225,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0226.png,226,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0227.png,227,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0228.png,228,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0229.png,229,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0230.png,230,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0231.png,231,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0232.png,232,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0233.png,233,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0234.png,234,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0235.png,235,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0236.png,236,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0237.png,237,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0238.png,238,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0239.png,239,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0240.png,240,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0241.png,241,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0242.png,242,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0243.png,243,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0244.png,244,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0245.png,245,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0246.png,246,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0247.png,247,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0248.png,248,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0249.png,249,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0250.png,250,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0251.png,251,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0252.png,252,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0253.png,253,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0254.png,254,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0255.png,255,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0256.png,256,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0257.png,257,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0258.png,258,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0259.png,259,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0260.png,260,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0261.png,261,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0262.png,262,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0263.png,263,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0264.png,264,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0265.png,265,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0266.png,266,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0267.png,267,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0268.png,268,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0269.png,269,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0270.png,270,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0271.png,271,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0272.png,272,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0273.png,273,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0274.png,274,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0275.png,275,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0276.png,276,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0277.png,277,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0278.png,278,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0279.png,279,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0280.png,280,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0281.png,281,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0282.png,282,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0283.png,283,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0284.png,284,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0285.png,285,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0286.png,286,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0287.png,287,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0288.png,288,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0289.png,289,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0290.png,290,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0291.png,291,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0292.png,292,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0293.png,293,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0294.png,294,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0295.png,295,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0296.png,296,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0297.png,297,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0298.png,298,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0299.png,299,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0300.png,300,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0301.png,301,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0302.png,302,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0303.png,303,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0304.png,304,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0305.png,305,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0306.png,306,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0307.png,307,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0308.png,308,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0309.png,309,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0310.png,310,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0311.png,311,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0312.png,312,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0313.png,313,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0314.png,314,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0315.png,315,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0316.png,316,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0317.png,317,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0318.png,318,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0319.png,319,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0320.png,320,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0321.png,321,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0322.png,322,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0323.png,323,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0324.png,324,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0325.png,325,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0326.png,326,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0327.png,327,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0328.png,328,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0329.png,329,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0330.png,330,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0331.png,331,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0332.png,332,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0333.png,333,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0334.png,334,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0335.png,335,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0336.png,336,0,0,0,0,0,0,0,0,0,0
Brintesia_circe__Male,10,0337.png,337,0,0,0,0,0,0,0,0,0,0
