PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time
P030,right,1,1,1,Pyrgus_sidae__Male,08,0,1,1,523,221,-105.467126219338,45.4692625487889,"""Left""","""Back""",255,200,93,0.7722695,92,1,541.83574944346,262.384397780249,-9.00511680750877,0.7763305,242.165339415977,2026-01-27,13:53:02
P030,right,1,1,2,Lycaena_tityrus__Female,03,0,1,1,674,389,-155.991584883105,47.5580698736147,"""Left""","""Back""",255,255,21,0.7345856,88,1,698.876306330593,429.53318878956,-325.546973217245,0.7383196,242.442695486015,2026-01-27,13:53:06
P030,right,1,2,1,Brintesia_circe__Male,10,1,1,1,1244,193,166.646141098648,52.6302158782161,"""Right""","""Back""",255,255,76,0.8251683,123,1,1193.12396825796,206.474754824133,-181.480587698717,0.8288241,226.827627411974,2026-01-27,13:53:12
P030,right,1,2,2,Papilio_alexanor__Female,05,1,0,1,1126,783,140.125562424456,58.8826933125766,"""Right""","""Back""",255,255,69,0.5993065,89,1,1069.5211614804,766.347301383274,-123.697490966435,0.6039506,225.1842785609,2026-01-27,13:53:16
P030,right,1,3,1,Pyrgus_sidae__Male,10,1,0,1,1295,861,173.570759431088,101.493428750822,"""Right""","""Back""",255,184,15,0.5430113,122,1,1195.42012056144,880.615394224924,-184.714300407248,0.5476449,226.424424183516,2026-01-27,13:53:22
P030,right,1,3,2,Lycaena_tityrus__Female,08,1,0,1,1295,781,137.461993973317,119.016113564956,"""Right""","""Back""",255,255,49,0.5829942,132,1,1217.07554072459,870.958956945605,-186.562151777939,0.5868432,228.340692492567,2026-01-27,13:53:25
P030,right,0,4,1,Gonepteryx_cleobule__Male,05,0,0,1,1083,772,101.433738594839,168.528441039016,"""Right""","""Back""",0,0,0,0.5717539,138,0,1046.89961279991,607.383483565455,-23.8028910945308,0.5757789,243.149227106762,2026-01-27,13:53:33
P030,right,0,4,2,Papilio_alexanor__Female,10,0,1,1,803,150,-150.042589477379,146.87398935796,"""Left""","""Back""",0,0,0,0.7054073,170,0,926.901797917413,228.868962353734,-357.478858038528,0.7091743,242.535853356055,2026-01-27,13:53:37
P030,right,0,4,3,Pyrgus_sidae__Male,09,1,0,1,1323,669,130.09503817855,227.616843413775,"""Right""","""Back""",0,0,0,0.5957167,144,0,1192.78125806282,855.688260621684,-185.198504986711,0.5997327,243.442111383436,2026-01-27,13:53:40
P030,right,0,4,4,Brintesia_circe__Male,06,1,0,1,902,676,147.589186292128,203.530109527221,"""Right""","""Back""",0,0,0,0.6897794,166,0,719.019477336798,586.878544614309,-121.620588198639,0.6936463,242.198854197587,2026-01-27,13:53:44
P030,right,0,4,5,Lycaena_tityrus__Female,08,0,0,1,685,783,-129.125008709418,107.083540648085,"""Left""","""Back""",0,0,0,0.593868,144,0,756.689594454382,862.545500970805,-2.90143479600367,0.5979979,244.148341187608,2026-01-27,13:53:47
P030,right,0,4,6,Lycaena_tityrus__Female,01,0,1,1,822,653,152.470003254482,130.708224640248,"""Right""","""Back""",0,0,0,0.5971885,144,0,937.54487657612,591.893359725684,-0.342411749788054,0.6013036,242.806120310765,2026-01-27,13:53:51
P030,right,0,4,7,Pyrgus_sidae__Male,03,1,1,1,1061,495,-145.792756404596,40.2117614817575,"""Left""","""Back""",255,255,123,0.5297998,128,1,1021.96982007819,485.32369818903,-200.283303345531,0.5336407,243.610015594789,2026-01-27,13:53:55
P030,right,0,4,8,Brintesia_circe__Male,04,0,1,1,880,438,-175.118493876489,174.142131568536,"""Left""","""Back""",0,0,0,0.6353128,153,0,995.783791980948,568.075345480017,-316.554701665261,0.6391826,242.497593798069,2026-01-27,13:53:58
P030,right,0,4,9,Papilio_alexanor__Female,02,0,1,1,788,296,-151.317601349209,54.8548377890558,"""Left""","""Back""",255,255,46,0.6318016,153,1,842.524544193756,289.98940025232,-34.9730902638865,0.635641,243.848681038216,2026-01-27,13:54:02
P030,right,0,4,10,Gonepteryx_cleobule__Male,07,0,1,1,931,126,-137.18105183029,140.321795428982,"""Left""","""Back""",0,0,0,0.7518265,181,0,985.669346458136,255.234162783118,-335.7485495938,0.7556719,242.16884832568,2026-01-27,13:54:05
P030,right,0,4,11,Gonepteryx_cleobule__Male,05,0,1,1,1107,307,-111.202674536099,173.743913312344,"""Left""","""Back""",0,0,0,0.6279314,152,0,1124.30277694865,479.880193553087,-344.512761081957,0.6317971,243.74956473292,2026-01-27,13:54:09
P030,right,0,4,12,Papilio_alexanor__Female,10,1,0,1,1158,866,-179.311519788532,47.6141488733961,"""Left""","""Back""",255,200,70,0.5913143,143,1,1110.39919213473,867.127059675124,-182.044837428996,0.5953613,243.550120935232,2026-01-27,13:54:12
