PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time
P009,right,1,1,1,Lycaena_tityrus__Female,04,0,0,1,482,593,-130.774513105448,141.191824662736,"""Left""","""Back""",0,0,0,0.6348684,72,0,605.656305628573,661.148730214772,-20.365709170008,0.640793,230.964181824992,2026-01-22,15:50:46
P009,right,1,1,2,Gonepteryx_cleobule__Male,10,1,1,1,1603,328,-142.983819383394,94.498598948432,"""Left""","""Back""",255,234,46,0.4197796,46,1,1521.92709152229,279.449318087363,-186.100808524719,0.4241983,226.339185301533,2026-01-22,15:50:49
P009,right,1,1,3,Brintesia_circe__Male,07,0,1,1,465,243,130.770952810234,37.3973466095479,"""Right""","""Back""",255,255,74,0.5333479,58,1,493.538904592055,218.8319951564,-351.030352768338,0.538117,223.000203859353,2026-01-22,15:50:53
P009,right,1,2,1,Gonepteryx_cleobule__Male,07,1,1,1,1476,221,-168.313737396203,49.7119600699196,"""Left""","""Back""",255,116,71,0.3920968,58,1,1426.34759238005,218.567431083015,-188.881472490029,0.3966004,226.929296143488,2026-01-22,15:50:59
P009,right,1,2,2,Lycaena_tityrus__Female,02,0,0,1,348,845,-154.812995037955,116.609570551359,"""Left""","""Back""",0,0,0,0.4032109,61,0,457.462387374992,885.196737359388,-5.02277880471968,0.4089574,229.853522175119,2026-01-22,15:51:03
P009,right,1,2,3,Pyrgus_sidae__Male,08,0,0,1,403,888,139.53085787253,32.9923710872142,"""Right""","""Back""",255,255,103,0.3963332,59,1,412.089954974697,856.28455788556,-33.5380389855519,0.4010216,226.921011040331,2026-01-22,15:51:07
P009,right,1,3,1,Gonepteryx_cleobule__Male,04,0,1,1,684,639,88.6124712322463,213.69930119947,"""Right""","""Front""",0,0,0,0.4697126,107,0,798.726511333448,458.707962099271,-326.142361412241,0.4747682,229.586060545425,2026-01-22,15:51:12
P009,right,1,3,2,Pyrgus_sidae__Male,02,1,0,1,1301,869,-112.849424409766,85.4430689969935,"""Left""","""Back""",0,0,0,0.4903534,108,0,1278.3564005722,786.611982396841,-172.518353276016,0.4950048,222.220426501604,2026-01-22,15:51:16
P009,right,1,3,3,Lycaena_tityrus__Female,09,1,0,1,1436,693,166.763359987015,201.848804714639,"""Right""","""Back""",0,0,0,0.5314688,120,0,1292.25952326056,834.709616157295,-211.355730843374,0.5366715,227.32765349601,2026-01-22,15:51:20
P009,right,1,3,4,Brintesia_circe__Male,06,1,1,1,1264,440,-147.369329665214,285.557539852935,"""Left""","""Back""",0,0,0,0.4677374,107,0,989.532771315042,361.19106050162,-196.610085397364,0.4716659,231.096320946571,2026-01-22,15:51:23
P009,right,1,3,5,Pyrgus_sidae__Male,01,0,0,1,700,631,126.806574417476,142.070764780181,"""Right""","""Back""",0,0,0,0.4578192,102,0,705.105936149578,489.02101697342,-34.7469556999516,0.4624095,224.90926316914,2026-01-22,15:51:27
P009,right,1,3,6,Lycaena_tityrus__Female,07,1,1,1,1154,262,-96.9505801289313,96.7168597673043,"""Left""","""Back""",0,0,0,0.5554152,123,0,1156.19548997295,165.308062450755,-171.748683725945,0.5580771,223.983709754383,2026-01-22,15:51:30
