PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time
P027,right,1,1,1,Brintesia_circe__Male,02,0,1,1,928,352,112.385268218888,95.011073427974,"""Right""","""Back""",0,0,0,1.5375516,173,0,927.564849335781,256.989923072154,-22.6476837750781,1.5413934,226.434803483463,2026-01-27,13:23:58
P027,right,1,1,2,Papilio_alexanor__Female,03,0,0,1,649,586,-83.5370859977307,81.658097781312,"""Left""","""Front""",255,200,71,0.7515192,84,1,678.631808101099,662.092055314086,-27.7398737298868,0.7562079,227.463552602467,2026-01-27,13:24:04
P027,right,1,1,3,Pyrgus_sidae__Male,09,1,1,1,1185,177,143.561706490549,103.282518025229,"""Right""","""Back""",255,255,53,1.4180596,161,1,1111.36284444826,249.421321804289,-188.084770576981,1.422612,229.156124137668,2026-01-27,13:24:09
P027,right,1,2,1,Brintesia_circe__Male,02,1,1,1,1152,211,68.4958736349716,99.9078204454408,"""Right""","""Front""",255,106,8,0.9071236,137,1,1146.83181839061,310.774057174251,-155.530668145339,0.9112172,229.363864260929,2026-01-27,13:24:17
P027,right,1,2,2,Pyrgus_sidae__Male,09,0,0,1,589,630,-127.602277434232,186.859106385509,"""Left""","""Back""",0,0,0,0.7566399,112,0,600.049109652721,816.532149548203,34.2123605175943,0.7608322,224.754248972505,2026-01-27,13:24:21
P027,right,1,2,3,Lycaena_tityrus__Female,03,0,0,1,839,621,172.745015474421,54.8120340252832,"""Right""","""Back""",255,255,43,0.8607819,126,1,887.82806198876,596.096597894854,-19.7676125336049,0.8661677,221.666388621587,2026-01-27,13:24:26
P027,right,1,3,1,Gonepteryx_cleobule__Male,06,1,0,1,652,702,-139.054110775292,168.804061149614,"""Left""","""Back""",0,0,0,0.7943763,177,0,696.516524117877,539.171592954223,-115.65515028302,0.7990674,224.011533465321,2026-01-27,13:24:33
P027,right,1,3,2,Lycaena_tityrus__Female,08,1,1,1,1057,213,141.515258891268,97.3397879280476,"""Right""","""Back""",0,0,0,0.8018254,180,0,992.582658919818,285.975615667404,-190.079635775404,0.8064312,225.685992414471,2026-01-27,13:24:38
P027,right,1,3,3,Papilio_alexanor__Female,03,0,1,1,953,496,179.903107187749,101.646988453382,"""Right""","""Back""",255,100,8,0.7116606,161,1,1042.51853068431,544.151250510916,-331.627680151822,0.7163169,227.553202776428,2026-01-27,13:24:43
P027,right,1,3,4,Pyrgus_sidae__Male,10,1,1,1,1041,192,140.483870327731,52.3840014378184,"""Right""","""Back""",255,255,77,0.742629,167,1,1004.22588956821,229.306144381158,-185.895353466514,0.7465082,226.38778727639,2026-01-27,13:24:49
