PlayerID,Handedness,Tutorial,Phase,trialNumber,butterfly,pathNumber,flipX,flipY,click,clickX,clickY,clickDeg,clickDist,clickLeftRight,clickFrontBack,clickRGB_R,clickRGB_G,clickRGB_B,clickTime,clickFrame,clickHit,butterflyX,butterflyY,butterflyDeg,stimuliDuration,displayRate,Date,Time
P083,right,1,1,1,Lycaena_tityrus__Female,09,1,1,1,1154,199,154.215589113202,150.150551038705,"""Right""","""Back""",0,0,0,1.5753657,177,0,1031.30704822088,285.554188581222,-189.416783966006,1.5796068,226.005825632517,2026-02-05,15:06:48
P083,right,1,1,2,Brintesia_circe__Male,05,0,0,1,795,832,-169.684408091882,95.3642640130666,"""Left""","""Back""",255,100,27,0.8073448,91,1,856.717847617217,759.300274166598,-59.986267517096,0.8107971,228.182148064806,2026-02-05,15:06:54
P083,right,1,1,3,Gonepteryx_cleobule__Male,06,0,0,1,643,633,-130.40616756618,119.633552433988,"""Left""","""Back""",255,255,47,0.6904799,77,1,732.08788627618,712.846949765274,-7.72485931788396,0.6944133,227.530499167354,2026-02-05,15:07:00
P083,right,1,2,1,Pyrgus_sidae__Male,05,1,0,1,1092,798,175.689899879548,99.0987443359576,"""Right""","""Back""",255,200,47,0.6721096,101,1,1037.99868546199,714.907165428478,-118.709391038522,0.6761061,229.254433521909,2026-02-05,15:07:06
P083,right,1,2,2,Papilio_alexanor__Female,07,0,1,1,797,232,66.1653042944936,69.0124594709644,"""Right""","""Front""",255,200,37,0.830841,125,1,768.302861022804,169.237003124811,-0.736615847362246,0.8348194,228.792273864591,2026-02-05,15:07:10
P083,right,1,3,1,Brintesia_circe__Male,04,1,1,1,955,462,161.808085224222,172.620562349355,"""Right""","""Back""",0,0,0,0.7400406,167,0,879.294169629486,617.133767419342,-225.795544692617,0.7439757,227.158323302748,2026-02-05,15:07:19
P083,right,1,3,2,Lycaena_tityrus__Female,05,0,0,1,1238,484,-132.533755228443,136.870260207652,"""Left""","""Back""",0,0,0,0.901742,205,0,1371.39825120829,514.632902309137,-34.5333461715063,0.9055503,228.590586639642,2026-02-05,15:07:24
P083,right,1,3,3,Pyrgus_sidae__Male,01,1,0,0,0,0,0,0,"NaN","NaN",0,0,0,0,0,0,0,0,0,1.5475348,226.166450236144,2026-02-05,15:07:28
P083,right,1,3,4,Gonepteryx_cleobule__Male,07,0,1,1,1031,231,-120.136573116545,120.091266254273,"""Left""","""Back""",0,0,0,0.9429985,213,0,1124.56771901821,306.279440674617,-21.0451840596856,0.9480417,226.795593456557,2026-02-05,15:07:35
P083,right,1,3,5,Brintesia_circe__Male,02,1,1,1,1110,308,179.490336859745,118.458077398856,"""Right""","""Back""",0,0,0,0.7581412,171,0,1002.36715236157,258.52792494472,-154.805059270491,0.7632016,226.676970641795,2026-02-05,15:07:39
P083,right,1,3,6,Pyrgus_sidae__Male,06,1,0,1,852,698,155.939104308233,78.5293978830041,"""Right""","""Back""",255,255,61,0.6570996,146,1,781.140615017733,664.15012715235,-130.405071270445,0.6606796,224.012132981473,2026-02-05,15:07:43
P083,right,1,3,7,Papilio_alexanor__Female,03,1,0,1,951,561,170.007008437726,45.0929497903499,"""Right""","""Back""",255,200,61,0.6880879,154,1,907.432478871965,549.370502007687,-155.061481946152,0.6914313,225.619238031767,2026-02-05,15:07:47
P083,right,0,4,1,Brintesia_circe__Male,07,1,0,1,1177,805,67.3619528339623,107.162637357295,"""Right""","""Front""",0,0,0,0.488468,109,0,1213.89957777769,905.609403164909,-177.503006654683,0.4935185,224.915945263969,2026-02-05,15:07:59
P083,right,0,4,2,Papilio_alexanor__Female,05,1,1,1,787,351,88.1073700952692,142.752276004744,"""Right""","""Front""",0,0,0,0.6360339,143,0,844.50762703489,481.656362789382,-201.863781316355,0.6395391,226.726203404052,2026-02-05,15:08:03
P083,right,0,4,3,Pyrgus_sidae__Male,06,0,1,1,913,490,112.425889940585,165.565429506957,"""Right""","""Back""",0,0,0,0.5526778,122,0,1023.41134659834,366.625586160807,-340.599604456009,0.5576674,222.355316623212,2026-02-05,15:08:08
P083,right,0,4,4,Lycaena_tityrus__Female,04,1,1,1,1118,536,-130.825830512318,125.955714326615,"""Left""","""Back""",255,255,46,0.595986,132,1,996.813183376259,501.669292927008,-213.357407896629,0.6010149,222.956685173181,2026-02-05,15:08:11
P083,right,0,4,5,Gonepteryx_cleobule__Male,10,1,1,1,1104,256,-68.4163435455889,51.718281195315,"""Left""","""Front""",255,200,80,0.6225272,139,1,1126.3616701009,209.36593176554,-175.965304855773,0.626285,225.137477566088,2026-02-05,15:08:15
P083,right,0,4,6,Papilio_alexanor__Female,09,1,0,1,1280,644,116.540142451052,205.623424937747,"""Right""","""Back""",0,0,0,0.5928491,133,0,1241.64415117749,846.014409744044,-195.789536150929,0.5964723,226.331166757283,2026-02-05,15:08:18
P083,right,0,4,7,Brintesia_circe__Male,01,1,0,1,1056,480,-174.746625589493,88.2789476916885,"""Left""","""Back""",255,255,48,0.6600293,147,1,967.829185224926,484.368069075851,-188.089545041963,0.663719,224.494116069485,2026-02-05,15:08:22
P083,right,0,4,8,Lycaena_tityrus__Female,08,0,0,1,796,711,-87.6077151518832,138.1028939001,"""Left""","""Front""",0,0,0,0.6855467,154,0,802.711758539018,848.939702772248,-5.17793958606216,0.6898294,226.143230134223,2026-02-05,15:08:26
P083,right,0,4,9,Gonepteryx_cleobule__Male,02,1,0,1,1160,799,-132.596091710094,59.8007880970176,"""Left""","""Back""",255,200,49,0.6618799,148,1,1101.70897124752,785.64746376144,-214.501939144238,0.6664808,225.063085182777,2026-02-05,15:08:30
P083,right,0,4,10,Pyrgus_sidae__Male,03,0,1,1,932,561,114.714194615781,77.5281263219768,"""Right""","""Back""",255,200,48,0.6605924,149,1,994.912461983524,515.69401255719,-330.473488505202,0.6651061,227.031890312624,2026-02-05,15:08:34
P083,right,0,4,11,Brintesia_circe__Male,07,1,1,1,1000,179,150.998786050531,66.9622290665307,"""Right""","""Back""",255,255,28,0.7705312,174,1,960.414281029437,233.00843429634,-204.759069875035,0.7750042,227.09580720495,2026-02-05,15:08:38
P083,right,0,4,12,Papilio_alexanor__Female,05,0,0,1,1117,772,94.0823802949277,182.497356318156,"""Right""","""Back""",0,0,0,0.5976445,137,0,1043.21487172983,605.083733838579,-27.9301460067689,0.6016328,231.038319450534,2026-02-05,15:08:42
P083,right,0,4,13,Pyrgus_sidae__Male,06,1,1,1,905,436,-106.591620101308,85.3417574421598,"""Left""","""Back""",255,255,56,0.5952273,132,1,841.756371864714,378.698524769408,-211.230434988172,0.5998397,223.393351680485,2026-02-05,15:08:46
P083,right,0,4,14,Lycaena_tityrus__Female,04,1,0,1,1099,572,136.407962620743,72.5259313975162,"""Right""","""Back""",255,255,40,0.5433153,125,1,1029.13908074917,591.479802014048,-151.988394406185,0.5472459,232.071600850003,2026-02-05,15:08:49
P083,right,0,4,15,Gonepteryx_cleobule__Male,10,1,0,1,1096,870,-173.94483645635,24.6666540352325,"""Left""","""Back""",255,255,33,0.67947,152,1,1071.3479633572,869.15093542296,-184.08256407682,0.6832173,225.404590262024,2026-02-05,15:08:53
P083,right,0,4,16,Papilio_alexanor__Female,09,0,0,1,752,760,-113.858034466763,85.5543334085157,"""Left""","""Back""",255,239,48,0.6990175,156,1,784.413205398584,839.176562698596,1.59488257429347,0.7019521,225.086840069959,2026-02-05,15:08:57
P083,right,0,4,17,Brintesia_circe__Male,01,1,1,1,984,652,-66.0467934176601,48.7868603798726,"""Left""","""Front""",255,200,67,0.6038203,140,1,1005.69283671017,608.301274833342,-177.552574209944,0.6083816,233.406522167209,2026-02-05,15:09:01
P083,right,0,4,18,Lycaena_tityrus__Female,08,0,0,1,917,785,-63.5799484832048,16.6262643349082,"""Left""","""Front""",255,229,107,0.7816442,177,1,912.522275516586,801.011953321968,-10.7964629857269,0.7855981,227.852193936586,2026-02-05,15:09:04
P083,right,0,4,19,Gonepteryx_cleobule__Male,02,0,1,1,959,394,121.441155785638,156.056575025671,"""Right""","""Back""",0,0,0,0.8729174,199,0,1072.61630127564,287.018736719059,-344.718357537462,0.8766856,229.272954928017,2026-02-05,15:09:09
P083,right,0,4,20,Pyrgus_sidae__Male,03,1,1,1,1063,499,-152.856161000858,75.2271390297763,"""Left""","""Back""",255,210,31,0.6047539,135,1,988.035250711895,492.72235627191,-202.356985920579,0.6086334,225.094745171389,2026-02-05,15:09:13
P083,right,0,4,21,Brintesia_circe__Male,07,1,1,1,1012,170,155.320522357544,90.9886751847054,"""Right""","""Back""",255,223,27,0.7810834,176,1,952.968381900019,239.240212856156,-204.870852293364,0.7850208,226.745902045516,2026-02-05,15:09:16
P083,right,0,4,22,Papilio_alexanor__Female,05,0,0,1,1102,766,98.5615874793575,170.869088810202,"""Right""","""Back""",0,0,0,0.600861,138,0,1048.52230426134,603.715122179201,-26.8001768303806,0.6054296,231.24110237919,2026-02-05,15:09:20
P083,right,0,4,23,Pyrgus_sidae__Male,06,1,1,1,857,405,-143.257543676622,100.561893085124,"""Left""","""Back""",255,226,26,0.6696257,152,1,761.864783167069,437.588109165999,-235.651104733792,0.6735495,228.639910254381,2026-02-05,15:09:24
P083,right,0,4,24,Lycaena_tityrus__Female,04,1,1,1,966,467,156.23916679941,82.0907533795215,"""Right""","""Back""",255,255,54,0.6528989,147,1,939.955120137106,544.84957304536,-227.741300002738,0.6568933,226.825822277858,2026-02-05,15:09:29
P083,right,0,4,25,Gonepteryx_cleobule__Male,10,1,0,1,1149,858,176.810120933612,91.1241343253323,"""Right""","""Back""",255,221,16,0.6855593,155,1,1058.43983360113,868.122456142143,-183.187942542045,0.6893993,227.7348562848,2026-02-05,15:09:33
P083,right,0,4,26,Papilio_alexanor__Female,09,0,0,1,891,780,-169.88254390107,51.1843684611132,"""Left""","""Back""",255,255,57,0.8221626,187,1,942.171213536908,778.83962078474,-11.416495825748,0.826103,228.785279688794,2026-02-05,15:09:36
P083,right,0,4,27,Brintesia_circe__Male,01,0,1,1,1309,490,-167.676831904102,205.342739291531,"""Left""","""Back""",0,0,0,1.1096777,250,0,1417.33832050869,664.437521448532,-314.166440454995,1.1131693,226.380842287654,2026-02-05,15:09:40
P083,right,0,4,28,Lycaena_tityrus__Female,08,1,1,1,1095,282,-174.972840519245,112.781884914669,"""Left""","""Back""",0,0,0,0.8086954,182,0,982.54089106132,290.526569159023,-189.362988913837,0.812885,226.354559814192,2026-02-05,15:09:45
P083,right,0,4,29,Gonepteryx_cleobule__Male,02,1,0,1,1111,759,172.550181820255,144.165160266707,"""Right""","""Back""",0,0,0,0.7758241,175,0,982.349223731976,824.0582139346,-199.375734092944,0.7798135,226.977638855494,2026-02-05,15:09:48
P083,right,0,4,30,Pyrgus_sidae__Male,03,1,1,1,1005,501,-156.175799014908,49.3941800658051,"""Left""","""Back""",255,234,73,0.6260547,142,1,955.633511485515,502.653733993851,-205.74284178179,0.6306682,228.329580430125,2026-02-05,15:09:52
