butterfly,path,hitbox_image,frame,hitbox_x,hitbox_y,hitbox_w,hitbox_h,hitbox_r,hitbox_area,body_area,forewing_area,hindwing_area,tail_area
Lycaena_tityrus__Female,01,0001.png,1,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0002.png,2,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0003.png,3,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0004.png,4,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0005.png,5,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0006.png,6,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0007.png,7,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0008.png,8,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0009.png,9,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0010.png,10,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0011.png,11,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0012.png,12,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0013.png,13,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0014.png,14,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0015.png,15,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0016.png,16,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0017.png,17,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0018.png,18,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0019.png,19,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0020.png,20,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0021.png,21,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0022.png,22,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0023.png,23,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0024.png,24,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0025.png,25,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0026.png,26,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0027.png,27,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0028.png,28,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0029.png,29,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0030.png,30,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0031.png,31,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0032.png,32,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0033.png,33,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0034.png,34,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0035.png,35,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0036.png,36,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0037.png,37,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0038.png,38,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0039.png,39,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0040.png,40,0,0,0,0,0,0,0,0,0,0
Lycaena_tityrus__Female,01,0041.png,41,0,0,0,0,0,0,0,0,0,0
