frame,x,y,heading_deg
1,-0.7666426179108727,-0.6113380630363245,-13.864825030958235
5,-0.7610614084865728,-0.6161877603985424,-12.009041939085602
9,-0.7554625103527577,-0.6207219166449371,-10.13354599421216
13,-0.7498515484127019,-0.6249353507299402,-8.244406891990396
17,-0.7442344027400867,-0.628824232516712,-6.347710782669477
21,-0.7386171261711144,-0.6323861176161641,-4.449538000244183
25,-0.7330058598739839,-0.6356199669095168,-2.555940869304689
29,-0.7274067483705119,-0.6385261503592589,-0.67292167550217
33,-0.7218258554925141,-0.641106435117178,1.1935891152031435
37,-0.7162690827239505,-0.6433639583364337,3.0377543044329
41,-0.7107420913102495,-0.6453031854731538,4.8538509937621175
45,-0.7052502294116784,-0.6469298552085798,6.636291120661023
49,-0.6997984654425297,-0.6482509124237859,8.37964141916538
53,-0.6943913285776675,-0.649274430906021,10.078642728813396
57,-0.6890328572289907,-0.6500095276518064,11.728228578069125
61,-0.6837265561032669,-0.6504662707528126,13.323542971425537
65,-0.6784753622564768,-0.6506555829047614,14.859957312630979
69,-0.6732816203648414,-0.650589142568336,16.33308640000078
73,-0.668147067245177,-0.650279284738015,17.7388034335432
77,-0.6630728254823994,-0.6497389031456947,19.073253977632845
81,-0.6580594058641738,-0.6489813555484978,20.332868827188246
85,-0.6531067181850839,-0.648020373533152,21.514375729735747
89,-0.6482140898672851,-0.6468699780224446,22.614809920352076
93,-0.6433802917523198,-0.6455444014025639,23.6315234312537
97,-0.6386035703494354,-0.6440580169136166,24.562193142723487
101,-0.6338816857782428,-0.6424252756687752,25.404827547113385
105,-0.629211954616004,-0.640660651399158,26.15777220281716
109,-0.624591296849801,-0.6387785927694923,26.81971386034682
113,-0.6200162861384565,-0.6367934828804651,27.389683247950927
117,-0.6154832026053768,-0.6347196053729078,27.867056509559465
121,-0.6109880874084572,-0.6325711163806921,28.251555293208572
125,-0.6065267983640615,-0.6303620214463882,28.543245493466156
129,-0.6020950659363831,-0.6281061564180479,28.742534656725194
133,-0.5976885489392079,-0.6258171712875713,28.85016806353429
137,-0.5933028893327223,-0.6235085159106037,28.867223507373136
141,-0.5889337655325789,-0.6211934265634979,28.795104794432277
145,-0.5845769436815593,-0.6188849123424699,28.63553399400358
149,-0.580228326365949,-0.61659574049087,28.390542474006853
153,-0.575883998289739,-0.6143384198490205,28.062460760952053
157,-0.5715402684509022,-0.6121251817533668,27.65390726824517
161,-0.5671937083964641,-0.6099679578632577,27.167775941171293
