genus,species,genusSpecies,sex,treatment,render_method,flight_method,left_mean,left_dev,right_mean,right_dev,up_mean,up_dev,down_mean,down_dev
Lycaena,virgaureae,Lycaena_virgaureae,Male,Averaged_Flapping,Averaged,Flapping,0.0141,0.0026,0.0142,0.0026,0.0172,0.0061,0.0036,0.0022
Lycaena,virgaureae,Lycaena_virgaureae,Male,White_Gliding,White,Gliding,0.9696,0.001,0.9712,0.001,2.2759,0.0019,5.29E-05,7.46E-05
Lycaena,virgaureae,Lycaena_virgaureae,Male,White_Flapping,White,Flapping,0.7425,0.19,0.7437,0.1902,0.9614,0.4318,0.2067,0.1345
Lysandra,albicans,Lysandra_albicans,Female,Patterned_Gliding,Patterned,Gliding,0.1448,0.0003,0.1441,0.0003,0.2889,0.0005,1.74E-05,4.38E-05
Lysandra,albicans,Lysandra_albicans,Female,Patterned_Flapping,Patterned,Flapping,0.0872,0.0219,0.0874,0.022,0.1192,0.0557,0.0265,0.0158
Lysandra,albicans,Lysandra_albicans,Female,Averaged_Gliding,Averaged,Gliding,0.0606,4.75E-05,0.0607,4.76E-05,0.1624,0.0001,3.47E-06,5.43E-06
Lysandra,albicans,Lysandra_albicans,Female,Averaged_Flapping,Averaged,Flapping,0.0481,0.0117,0.0482,0.0117,0.0678,0.0303,0.0146,0.0099
Lysandra,albicans,Lysandra_albicans,Female,White_Gliding,White,Gliding,0.953,0.0007,0.9533,0.0007,2.5516,0.0022,5.46E-05,8.54E-05
Lysandra,albicans,Lysandra_albicans,Female,White_Flapping,White,Flapping,0.7433,0.1881,0.7447,0.1882,1.0558,0.484,0.224,0.1457
Lysandra,albicans,Lysandra_albicans,Male,Patterned_Gliding,Patterned,Gliding,0.375,0.0005,0.3758,0.0005,0.7136,0.0004,1.75E-05,4.02E-05
Lysandra,albicans,Lysandra_albicans,Male,Patterned_Flapping,Patterned,Flapping,0.2598,0.0846,0.2605,0.0848,0.2827,0.1367,0.0703,0.0469
Lysandra,albicans,Lysandra_albicans,Male,Averaged_Gliding,Averaged,Gliding,0.2624,0.0002,0.2625,0.0002,0.6239,0.0004,1.14E-05,1.98E-05
Lysandra,albicans,Lysandra_albicans,Male,Averaged_Flapping,Averaged,Flapping,0.1796,0.0572,0.1799,0.0573,0.2425,0.1233,0.0522,0.0352
Lysandra,albicans,Lysandra_albicans,Male,White_Gliding,White,Gliding,1.0068,0.0009,1.0073,0.0009,2.3938,0.0016,4.37E-05,7.60E-05
Lysandra,albicans,Lysandra_albicans,Male,White_Flapping,White,Flapping,0.7661,0.192,0.7674,0.1921,1.0001,0.4519,0.2096,0.1385
Lysandra,bellargus,Lysandra_bellargus,Female,Patterned_Gliding,Patterned,Gliding,0.1926,0.0004,0.1925,0.0004,0.4171,0.0006,2.10E-05,5.10E-05
Lysandra,bellargus,Lysandra_bellargus,Female,Patterned_Flapping,Patterned,Flapping,0.1146,0.032,0.1148,0.0321,0.1636,0.0769,0.037,0.023
Lysandra,bellargus,Lysandra_bellargus,Female,Averaged_Gliding,Averaged,Gliding,0.1052,0.0001,0.1052,0.0001,0.2756,0.0002,5.95E-06,8.45E-06
Lysandra,bellargus,Lysandra_bellargus,Female,Averaged_Flapping,Averaged,Flapping,0.0783,0.0195,0.0784,0.0195,0.1129,0.0513,0.0237,0.016
Lysandra,bellargus,Lysandra_bellargus,Female,White_Gliding,White,Gliding,1.0449,0.0011,1.0453,0.0011,2.7382,0.0024,5.91E-05,8.39E-05
Lysandra,bellargus,Lysandra_bellargus,Female,White_Flapping,White,Flapping,0.7748,0.1947,0.7757,0.1949,1.1202,0.5126,0.2325,0.1531
Lysandra,bellargus,Lysandra_bellargus,Male,Patterned_Gliding,Patterned,Gliding,0.0589,0.0002,0.0596,0.0002,0.0802,0.0002,1.39E-05,3.74E-05
Lysandra,bellargus,Lysandra_bellargus,Male,Patterned_Flapping,Patterned,Flapping,0.0277,0.009,0.0281,0.0092,0.0325,0.017,0.0095,0.0047
Lysandra,bellargus,Lysandra_bellargus,Male,Averaged_Gliding,Averaged,Gliding,0.0104,1.16E-05,0.0105,1.17E-05,0.0257,2.21E-05,5.50E-07,7.96E-07
Lysandra,bellargus,Lysandra_bellargus,Male,Averaged_Flapping,Averaged,Flapping,0.0082,0.0019,0.0082,0.0019,0.0109,0.0048,0.0024,0.0017
Lysandra,bellargus,Lysandra_bellargus,Male,White_Gliding,White,Gliding,1.0807,0.0012,1.083,0.0012,2.6639,0.0023,5.69E-05,8.24E-05
Lysandra,bellargus,Lysandra_bellargus,Male,White_Flapping,White,Flapping,0.8028,0.2037,0.8041,0.2047,1.0919,0.5016,0.2309,0.1533
Lysandra,caelestissima,Lysandra_caelestissima,Female,Patterned_Gliding,Patterned,Gliding,0.1486,0.0003,0.1486,0.0003,0.3024,0.0005,1.89E-05,4.71E-05
Lysandra,caelestissima,Lysandra_caelestissima,Female,Patterned_Flapping,Patterned,Flapping,0.0899,0.0247,0.0901,0.0248,0.1247,0.0577,0.0296,0.0173
Lysandra,caelestissima,Lysandra_caelestissima,Female,Averaged_Gliding,Averaged,Gliding,0.0755,7.01E-05,0.0756,7.05E-05,0.1923,0.0002,3.86E-06,5.55E-06
Lysandra,caelestissima,Lysandra_caelestissima,Female,Averaged_Flapping,Averaged,Flapping,0.0573,0.0143,0.0575,0.0143,0.0804,0.0362,0.017,0.0114
Lysandra,caelestissima,Lysandra_caelestissima,Female,White_Gliding,White,Gliding,1.0114,0.0009,1.0131,0.0009,2.5774,0.0021,5.18E-05,7.44E-05
Lysandra,caelestissima,Lysandra_caelestissima,Female,White_Flapping,White,Flapping,0.749,0.1967,0.7508,0.1968,1.0596,0.4914,0.2215,0.1453
Lysandra,caelestissima,Lysandra_caelestissima,Male,Patterned_Gliding,Patterned,Gliding,0.0967,0.0003,0.0972,0.0003,0.1218,0.0003,1.41E-05,2.25E-05
Lysandra,caelestissima,Lysandra_caelestissima,Male,Patterned_Flapping,Patterned,Flapping,0.041,0.0133,0.0413,0.0133,0.0494,0.0224,0.0142,0.0067
Lysandra,caelestissima,Lysandra_caelestissima,Male,Averaged_Gliding,Averaged,Gliding,0.0279,2.81E-05,0.0279,2.81E-05,0.0726,5.13E-05,1.37E-06,1.96E-06
Lysandra,caelestissima,Lysandra_caelestissima,Male,Averaged_Flapping,Averaged,Flapping,0.0185,0.0068,0.0186,0.0068,0.0268,0.0147,0.0059,0.0039
Lysandra,caelestissima,Lysandra_caelestissima,Male,White_Gliding,White,Gliding,0.9881,0.001,0.9894,0.001,2.5737,0.0018,4.86E-05,6.93E-05
Lysandra,caelestissima,Lysandra_caelestissima,Male,White_Flapping,White,Flapping,0.7726,0.2009,0.7739,0.2009,1.0606,0.4915,0.2264,0.148
Lysandra,coridon,Lysandra_coridon,Female,Patterned_Gliding,Patterned,Gliding,0.1785,0.0004,0.1788,0.0004,0.3388,0.0005,1.94E-05,4.86E-05
Lysandra,coridon,Lysandra_coridon,Female,Patterned_Flapping,Patterned,Flapping,0.1023,0.0282,0.1028,0.0284,0.1364,0.0651,0.032,0.0183
Lysandra,coridon,Lysandra_coridon,Female,Averaged_Gliding,Averaged,Gliding,0.0803,8.15E-05,0.0805,8.19E-05,0.2026,0.0001,3.78E-06,5.53E-06
Lysandra,coridon,Lysandra_coridon,Female,Averaged_Flapping,Averaged,Flapping,0.0627,0.0152,0.0629,0.0152,0.0848,0.0384,0.0177,0.0117
Lysandra,coridon,Lysandra_coridon,Female,White_Gliding,White,Gliding,1.0482,0.0011,1.0504,0.0011,2.6438,0.0019,4.94E-05,7.22E-05
Lysandra,coridon,Lysandra_coridon,Female,White_Flapping,White,Flapping,0.802,0.2032,0.8049,0.204,1.0908,0.5048,0.2255,0.1446
Lysandra,coridon,Lysandra_coridon,Male,Patterned_Gliding,Patterned,Gliding,0.3242,0.0014,0.3251,0.0014,0.4612,0.0006,3.12E-05,3.44E-05
Lysandra,coridon,Lysandra_coridon,Male,Patterned_Flapping,Patterned,Flapping,0.1657,0.0619,0.1664,0.062,0.1725,0.0823,0.0481,0.027
Lysandra,coridon,Lysandra_coridon,Male,Averaged_Gliding,Averaged,Gliding,0.1047,8.39E-05,0.1048,8.43E-05,0.2632,0.0002,4.37E-06,7.03E-06
Lysandra,coridon,Lysandra_coridon,Male,Averaged_Flapping,Averaged,Flapping,0.0694,0.0245,0.0695,0.0246,0.0974,0.0531,0.0214,0.0143
Lysandra,coridon,Lysandra_coridon,Male,White_Gliding,White,Gliding,0.9718,0.0008,0.9729,0.0008,2.4422,0.0014,4.05E-05,6.52E-05
Lysandra,coridon,Lysandra_coridon,Male,White_Flapping,White,Flapping,0.7645,0.1881,0.7657,0.1882,1.0185,0.4593,0.211,0.1387
Lysandra,hispana,Lysandra_hispana,Female,Patterned_Gliding,Patterned,Gliding,0.1555,0.0002,0.1555,0.0002,0.3421,0.0004,1.66E-05,3.81E-05
Lysandra,hispana,Lysandra_hispana,Female,Patterned_Flapping,Patterned,Flapping,0.1037,0.0269,0.1038,0.0269,0.1417,0.0661,0.0319,0.019
Lysandra,hispana,Lysandra_hispana,Female,Averaged_Gliding,Averaged,Gliding,0.0895,8.44E-05,0.0896,8.48E-05,0.2354,0.0002,4.44E-06,7.31E-06
Lysandra,hispana,Lysandra_hispana,Female,Averaged_Flapping,Averaged,Flapping,0.0709,0.0175,0.071,0.0176,0.0986,0.0442,0.0209,0.0139
Lysandra,hispana,Lysandra_hispana,Female,White_Gliding,White,Gliding,0.9707,0.0009,0.9715,0.0009,2.5519,0.0019,4.82E-05,7.92E-05
Lysandra,hispana,Lysandra_hispana,Female,White_Flapping,White,Flapping,0.7602,0.1926,0.7616,0.1926,1.0615,0.4828,0.2229,0.1449
Lysandra,hispana,Lysandra_hispana,Male,Patterned_Gliding,Patterned,Gliding,0.201,0.0007,0.2013,0.0007,0.3234,0.0004,1.88E-05,3.34E-05
Lysandra,hispana,Lysandra_hispana,Male,Patterned_Flapping,Patterned,Flapping,0.1253,0.0457,0.1256,0.0457,0.1269,0.0587,0.0379,0.0219
Lysandra,hispana,Lysandra_hispana,Male,Averaged_Gliding,Averaged,Gliding,0.0956,7.61E-05,0.0957,7.63E-05,0.2378,0.0001,3.88E-06,5.97E-06
Lysandra,hispana,Lysandra_hispana,Male,Averaged_Flapping,Averaged,Flapping,0.0641,0.0226,0.0642,0.0227,0.0879,0.0476,0.0192,0.0128
Lysandra,hispana,Lysandra_hispana,Male,White_Gliding,White,Gliding,0.9757,0.0008,0.9769,0.0008,2.4273,0.0015,3.96E-05,6.09E-05
Lysandra,hispana,Lysandra_hispana,Male,White_Flapping,White,Flapping,0.7704,0.1958,0.7722,0.1959,1.0039,0.4626,0.209,0.1369
Maniola,jurtina,Maniola_jurtina,Female,Patterned_Gliding,Patterned,Gliding,0.117,0.0002,0.1171,0.0002,0.2042,0.0003,7.97E-06,1.02E-05
Maniola,jurtina,Maniola_jurtina,Female,Patterned_Flapping,Patterned,Flapping,0.076,0.017,0.0762,0.017,0.0889,0.037,0.0172,0.0099
Maniola,jurtina,Maniola_jurtina,Female,Averaged_Gliding,Averaged,Gliding,0.0572,6.73E-05,0.0573,6.76E-05,0.1554,0.0001,3.08E-06,4.22E-06
Maniola,jurtina,Maniola_jurtina,Female,Averaged_Flapping,Averaged,Flapping,0.0474,0.0099,0.0474,0.0099,0.0672,0.0285,0.0145,0.0096
Maniola,jurtina,Maniola_jurtina,Female,White_Gliding,White,Gliding,0.9476,0.0011,0.9491,0.0011,2.5741,0.002,5.11E-05,6.98E-05
Maniola,jurtina,Maniola_jurtina,Female,White_Flapping,White,Flapping,0.743,0.1839,0.7443,0.1841,1.0725,0.4839,0.2317,0.1509
Maniola,jurtina,Maniola_jurtina,Male,Patterned_Gliding,Patterned,Gliding,0.1256,0.0002,0.1261,0.0002,0.3074,0.0003,8.27E-06,1.03E-05
Maniola,jurtina,Maniola_jurtina,Male,Patterned_Flapping,Patterned,Flapping,0.1022,0.0228,0.1025,0.0228,0.1326,0.0586,0.026,0.0181
Maniola,jurtina,Maniola_jurtina,Male,Averaged_Gliding,Averaged,Gliding,0.1105,0.0001,0.1106,0.0001,0.2699,0.0002,6.16E-06,8.32E-06
Maniola,jurtina,Maniola_jurtina,Male,Averaged_Flapping,Averaged,Flapping,0.0898,0.021,0.0899,0.021,0.1152,0.0507,0.0255,0.017
Maniola,jurtina,Maniola_jurtina,Male,White_Gliding,White,Gliding,0.9188,0.0009,0.9201,0.0009,2.2446,0.0017,5.12E-05,6.92E-05
Maniola,jurtina,Maniola_jurtina,Male,White_Flapping,White,Flapping,0.7387,0.1802,0.74,0.1802,0.9512,0.4251,0.2098,0.1377
Maniola,nurag,Maniola_nurag,Female,Patterned_Gliding,Patterned,Gliding,0.0483,0.0002,0.0488,0.0002,0.0588,0.0001,6.92E-06,1.19E-05
Maniola,nurag,Maniola_nurag,Female,Patterned_Flapping,Patterned,Flapping,0.0294,0.0066,0.0296,0.0067,0.0292,0.0104,0.0062,0.0028
Maniola,nurag,Maniola_nurag,Female,Averaged_Gliding,Averaged,Gliding,0.0126,1.40E-05,0.0126,1.41E-05,0.0336,2.19E-05,5.59E-07,8.33E-07
Maniola,nurag,Maniola_nurag,Female,Averaged_Flapping,Averaged,Flapping,0.0119,0.0022,0.0119,0.0022,0.0156,0.0056,0.0032,0.0021
Maniola,nurag,Maniola_nurag,Female,White_Gliding,White,Gliding,0.9306,0.001,0.9321,0.001,2.4781,0.0016,4.13E-05,6.15E-05
Maniola,nurag,Maniola_nurag,Female,White_Flapping,White,Flapping,0.747,0.1864,0.7485,0.1865,1.041,0.4692,0.2228,0.1454
Maniola,nurag,Maniola_nurag,Male,Patterned_Gliding,Patterned,Gliding,0.0717,0.0001,0.0717,0.0001,0.1502,0.0002,7.66E-06,5.90E-06
Maniola,nurag,Maniola_nurag,Male,Patterned_Flapping,Patterned,Flapping,0.0475,0.0092,0.0478,0.0092,0.0683,0.0294,0.0115,0.0066
Maniola,nurag,Maniola_nurag,Male,Averaged_Gliding,Averaged,Gliding,0.0407,4.28E-05,0.0407,4.29E-05,0.0982,7.87E-05,1.90E-06,2.19E-06
Maniola,nurag,Maniola_nurag,Male,Averaged_Flapping,Averaged,Flapping,0.033,0.0072,0.033,0.0072,0.0417,0.0181,0.0089,0.0061
Maniola,nurag,Maniola_nurag,Male,White_Gliding,White,Gliding,0.9688,0.001,0.9699,0.001,2.3387,0.0019,4.53E-05,5.23E-05
Maniola,nurag,Maniola_nurag,Male,White_Flapping,White,Flapping,0.7487,0.1941,0.7501,0.1941,0.9592,0.4423,0.2038,0.1366
Maniola,telmessia,Maniola_telmessia,Female,Patterned_Gliding,Patterned,Gliding,0.075,0.0002,0.075,0.0002,0.1154,0.0002,5.85E-06,6.64E-06
Maniola,telmessia,Maniola_telmessia,Female,Patterned_Flapping,Patterned,Flapping,0.0427,0.0121,0.0429,0.0121,0.0472,0.0201,0.0125,0.0071
Maniola,telmessia,Maniola_telmessia,Female,Averaged_Gliding,Averaged,Gliding,0.0371,3.84E-05,0.0372,3.85E-05,0.0915,7.44E-05,1.76E-06,2.48E-06
Maniola,telmessia,Maniola_telmessia,Female,Averaged_Flapping,Averaged,Flapping,0.0294,0.0064,0.0295,0.0064,0.0386,0.0169,0.0081,0.0053
Maniola,telmessia,Maniola_telmessia,Female,White_Gliding,White,Gliding,0.9704,0.001,0.972,0.001,2.3892,0.0019,4.60E-05,6.48E-05
Maniola,telmessia,Maniola_telmessia,Female,White_Flapping,White,Flapping,0.7412,0.1844,0.7428,0.1845,0.986,0.4509,0.2103,0.1398
Maniola,telmessia,Maniola_telmessia,Male,Patterned_Gliding,Patterned,Gliding,0.0845,0.0001,0.0847,0.0001,0.1696,0.0003,7.88E-06,7.02E-06
Maniola,telmessia,Maniola_telmessia,Male,Patterned_Flapping,Patterned,Flapping,0.0598,0.0138,0.06,0.0138,0.0707,0.0309,0.0149,0.0086
Maniola,telmessia,Maniola_telmessia,Male,Averaged_Gliding,Averaged,Gliding,0.0564,5.84E-05,0.0565,5.86E-05,0.1298,0.0001,2.80E-06,3.51E-06
Maniola,telmessia,Maniola_telmessia,Male,Averaged_Flapping,Averaged,Flapping,0.0447,0.0099,0.0448,0.0099,0.0544,0.0241,0.0118,0.008
Maniola,telmessia,Maniola_telmessia,Male,White_Gliding,White,Gliding,0.9763,0.001,0.9775,0.001,2.2474,0.0019,4.84E-05,6.08E-05
Maniola,telmessia,Maniola_telmessia,Male,White_Flapping,White,Flapping,0.7561,0.1859,0.7575,0.1861,0.9277,0.424,0.201,0.1363
Melanargia,arge,Melanargia_arge,Female,Patterned_Gliding,Patterned,Gliding,0.4178,0.0009,0.4191,0.0009,0.6474,0.0006,4.53E-05,0.0001
Melanargia,arge,Melanargia_arge,Female,Patterned_Flapping,Patterned,Flapping,0.2784,0.0933,0.2791,0.0935,0.268,0.1418,0.0751,0.0435
Melanargia,arge,Melanargia_arge,Female,Averaged_Gliding,Averaged,Gliding,0.1058,8.72E-05,0.1062,8.83E-05,0.2918,0.0003,6.69E-06,8.33E-06
Melanargia,arge,Melanargia_arge,Female,Averaged_Flapping,Averaged,Flapping,0.0778,0.0266,0.078,0.0267,0.1108,0.0596,0.0247,0.0169
Melanargia,arge,Melanargia_arge,Female,White_Gliding,White,Gliding,0.8709,0.0007,0.8741,0.0007,2.4013,0.0021,5.51E-05,6.85E-05
Melanargia,arge,Melanargia_arge,Female,White_Flapping,White,Flapping,0.7196,0.1865,0.7216,0.1873,0.9864,0.4583,0.2119,0.1412
Melanargia,arge,Melanargia_arge,Male,Patterned_Gliding,Patterned,Gliding,0.5137,0.0007,0.5156,0.0007,0.7791,0.0005,3.36E-05,6.65E-05
Melanargia,arge,Melanargia_arge,Male,Patterned_Flapping,Patterned,Flapping,0.3314,0.1035,0.3329,0.1038,0.3322,0.1703,0.0851,0.0521
Melanargia,arge,Melanargia_arge,Male,Averaged_Gliding,Averaged,Gliding,0.1776,0.0002,0.1778,0.0002,0.4713,0.0004,9.03E-06,1.36E-05
Melanargia,arge,Melanargia_arge,Male,Averaged_Flapping,Averaged,Flapping,0.1251,0.0436,0.1253,0.0437,0.1793,0.0959,0.0395,0.0264
Melanargia,arge,Melanargia_arge,Male,White_Gliding,White,Gliding,0.9118,0.0008,0.9128,0.0008,2.4201,0.0019,4.64E-05,6.99E-05
Melanargia,arge,Melanargia_arge,Male,White_Flapping,White,Flapping,0.735,0.1846,0.7362,0.1846,1.0081,0.4559,0.2112,0.1404
Melanargia,galathea,Melanargia_galathea,Female,Patterned_Gliding,Patterned,Gliding,0.4606,0.0018,0.4621,0.0018,0.4219,0.0015,9.10E-05,0.0003
Melanargia,galathea,Melanargia_galathea,Female,Patterned_Flapping,Patterned,Flapping,0.1931,0.0773,0.1941,0.0774,0.1697,0.0831,0.0668,0.0331
Melanargia,galathea,Melanargia_galathea,Female,Averaged_Gliding,Averaged,Gliding,0.0233,2.74E-05,0.0233,2.74E-05,0.0655,5.44E-05,1.37E-06,1.69E-06
Melanargia,galathea,Melanargia_galathea,Female,Averaged_Flapping,Averaged,Flapping,0.0162,0.0047,0.0162,0.0047,0.0232,0.0132,0.0053,0.0034
Melanargia,galathea,Melanargia_galathea,Female,White_Gliding,White,Gliding,0.9572,0.0011,0.958,0.0011,2.6917,0.0022,5.63E-05,6.95E-05
Melanargia,galathea,Melanargia_galathea,Female,White_Flapping,White,Flapping,0.7781,0.2038,0.7785,0.2036,1.1074,0.5087,0.2259,0.1467
Melanargia,galathea,Melanargia_galathea,Male,Patterned_Gliding,Patterned,Gliding,0.379,0.0017,0.3803,0.0017,0.2984,0.0012,8.49E-05,0.0003
Melanargia,galathea,Melanargia_galathea,Male,Patterned_Flapping,Patterned,Flapping,0.168,0.0608,0.169,0.061,0.137,0.0641,0.0562,0.0263
Melanargia,galathea,Melanargia_galathea,Male,Averaged_Gliding,Averaged,Gliding,0.0117,1.27E-05,0.0117,1.27E-05,0.0297,2.05E-05,5.23E-07,6.65E-07
Melanargia,galathea,Melanargia_galathea,Male,Averaged_Flapping,Averaged,Flapping,0.0081,0.0016,0.0081,0.0017,0.0103,0.0059,0.0027,0.0018
Melanargia,galathea,Melanargia_galathea,Male,White_Gliding,White,Gliding,1.0012,0.0011,1.0017,0.0011,2.5464,0.0018,4.49E-05,5.70E-05
Melanargia,galathea,Melanargia_galathea,Male,White_Flapping,White,Flapping,0.788,0.1964,0.789,0.1964,1.0437,0.471,0.2138,0.1479
Melanargia,ines,Melanargia_ines,Female,Patterned_Gliding,Patterned,Gliding,0.3304,0.0014,0.3315,0.0014,0.3293,0.0007,6.82E-05,0.0003
Melanargia,ines,Melanargia_ines,Female,Patterned_Flapping,Patterned,Flapping,0.1922,0.0649,0.1927,0.0651,0.174,0.082,0.0559,0.0287
Melanargia,ines,Melanargia_ines,Female,Averaged_Gliding,Averaged,Gliding,0.0393,3.74E-05,0.0394,3.76E-05,0.1155,0.0001,2.97E-06,3.53E-06
Melanargia,ines,Melanargia_ines,Female,Averaged_Flapping,Averaged,Flapping,0.029,0.0092,0.029,0.0093,0.0444,0.0239,0.0104,0.0069
Melanargia,ines,Melanargia_ines,Female,White_Gliding,White,Gliding,0.8768,0.0008,0.8783,0.0008,2.575,0.0024,6.62E-05,7.88E-05
Melanargia,ines,Melanargia_ines,Female,White_Flapping,White,Flapping,0.7365,0.1837,0.7379,0.1839,1.0886,0.4903,0.2327,0.1493
Melanargia,ines,Melanargia_ines,Male,Patterned_Gliding,Patterned,Gliding,0.2839,0.0016,0.2852,0.0016,0.2994,0.0008,7.74E-05,0.0003
Melanargia,ines,Melanargia_ines,Male,Patterned_Flapping,Patterned,Flapping,0.1877,0.068,0.1886,0.0683,0.1655,0.0853,0.0542,0.028
Melanargia,ines,Melanargia_ines,Male,Averaged_Gliding,Averaged,Gliding,0.0236,2.37E-05,0.0236,2.38E-05,0.0636,4.79E-05,1.19E-06,1.61E-06
Melanargia,ines,Melanargia_ines,Male,Averaged_Flapping,Averaged,Flapping,0.0166,0.0047,0.0166,0.0047,0.0233,0.0131,0.0056,0.0039
Melanargia,ines,Melanargia_ines,Male,White_Gliding,White,Gliding,0.9272,0.0009,0.9279,0.0009,2.4984,0.0019,4.67E-05,6.31E-05
Melanargia,ines,Melanargia_ines,Male,White_Flapping,White,Flapping,0.752,0.1851,0.7528,0.1851,1.0359,0.4674,0.2169,0.1472
Melanargia,lachesis,Melanargia_lachesis,Female,Patterned_Gliding,Patterned,Gliding,0.6282,0.0016,0.6294,0.0016,0.8433,0.0016,9.95E-05,0.0003
Melanargia,lachesis,Melanargia_lachesis,Female,Patterned_Flapping,Patterned,Flapping,0.3483,0.1272,0.3493,0.1273,0.362,0.1925,0.1203,0.0677
Melanargia,lachesis,Melanargia_lachesis,Female,Averaged_Gliding,Averaged,Gliding,0.1113,0.0001,0.1114,0.0001,0.3015,0.0002,5.43E-06,7.22E-06
Melanargia,lachesis,Melanargia_lachesis,Female,Averaged_Flapping,Averaged,Flapping,0.0775,0.0273,0.0776,0.0273,0.1139,0.0606,0.025,0.0177
Melanargia,lachesis,Melanargia_lachesis,Female,White_Gliding,White,Gliding,0.999,0.0012,0.9999,0.0012,2.7052,0.0021,4.87E-05,6.48E-05
Melanargia,lachesis,Melanargia_lachesis,Female,White_Flapping,White,Flapping,0.7804,0.2083,0.7816,0.2084,1.0997,0.5094,0.2301,0.1539
Melanargia,lachesis,Melanargia_lachesis,Male,Patterned_Gliding,Patterned,Gliding,0.5828,0.0008,0.5844,0.0008,0.7419,0.0014,9.65E-05,0.0003
Melanargia,lachesis,Melanargia_lachesis,Male,Patterned_Flapping,Patterned,Flapping,0.3415,0.1158,0.3428,0.1159,0.3164,0.1561,0.0965,0.0514
Melanargia,lachesis,Melanargia_lachesis,Male,Averaged_Gliding,Averaged,Gliding,0.1094,0.0001,0.1093,0.0001,0.2683,0.0002,4.78E-06,6.50E-06
Melanargia,lachesis,Melanargia_lachesis,Male,Averaged_Flapping,Averaged,Flapping,0.0758,0.0262,0.0759,0.0262,0.1021,0.0546,0.0232,0.0165
Melanargia,lachesis,Melanargia_lachesis,Male,White_Gliding,White,Gliding,1.0314,0.0011,1.031,0.0011,2.5299,0.0018,4.51E-05,6.13E-05
Melanargia,lachesis,Melanargia_lachesis,Male,White_Flapping,White,Flapping,0.8029,0.2048,0.8034,0.2046,1.0359,0.4794,0.224,0.1499
Melanargia,larissa,Melanargia_larissa,Female,Patterned_Gliding,Patterned,Gliding,0.446,0.002,0.447,0.002,0.4124,0.0018,8.16E-05,0.0001
Melanargia,larissa,Melanargia_larissa,Female,Patterned_Flapping,Patterned,Flapping,0.1803,0.0714,0.181,0.0716,0.17,0.0979,0.0579,0.0289
Melanargia,larissa,Melanargia_larissa,Female,Averaged_Gliding,Averaged,Gliding,0.0308,3.29E-05,0.0309,3.30E-05,0.0905,6.88E-05,1.87E-06,2.39E-06
Melanargia,larissa,Melanargia_larissa,Female,Averaged_Flapping,Averaged,Flapping,0.0213,0.0073,0.0214,0.0073,0.033,0.0185,0.0075,0.0047
Melanargia,larissa,Melanargia_larissa,Female,White_Gliding,White,Gliding,0.902,0.001,0.9039,0.001,2.6507,0.002,5.47E-05,6.98E-05
Melanargia,larissa,Melanargia_larissa,Female,White_Flapping,White,Flapping,0.7441,0.1849,0.7457,0.1851,1.1156,0.4989,0.2339,0.1507
Melanargia,larissa,Melanargia_larissa,Male,Patterned_Gliding,Patterned,Gliding,0.4246,0.0018,0.4249,0.0018,0.3687,0.0016,9.19E-05,0.0002
Melanargia,larissa,Melanargia_larissa,Male,Patterned_Flapping,Patterned,Flapping,0.1834,0.0766,0.1838,0.0766,0.15,0.0861,0.06,0.029
Melanargia,larissa,Melanargia_larissa,Male,Averaged_Gliding,Averaged,Gliding,0.0247,2.62E-05,0.0247,2.63E-05,0.0647,4.48E-05,1.14E-06,1.50E-06
Melanargia,larissa,Melanargia_larissa,Male,Averaged_Flapping,Averaged,Flapping,0.0169,0.0052,0.0169,0.0052,0.0237,0.0132,0.0055,0.0036
Melanargia,larissa,Melanargia_larissa,Male,White_Gliding,White,Gliding,0.9496,0.001,0.9512,0.001,2.4863,0.0017,4.38E-05,5.78E-05
Melanargia,larissa,Melanargia_larissa,Male,White_Flapping,White,Flapping,0.7518,0.1942,0.7531,0.1943,1.0285,0.4741,0.2176,0.1443
Melanargia,occitanica,Melanargia_occitanica,Female,Patterned_Gliding,Patterned,Gliding,0.3799,0.001,0.3813,0.001,0.5549,0.001,7.00E-05,0.0002
Melanargia,occitanica,Melanargia_occitanica,Female,Patterned_Flapping,Patterned,Flapping,0.2637,0.0886,0.2646,0.0888,0.2727,0.1351,0.0852,0.0444
Melanargia,occitanica,Melanargia_occitanica,Female,Averaged_Gliding,Averaged,Gliding,0.0851,0.0001,0.0851,0.0001,0.2405,0.0002,4.95E-06,6.68E-06
Melanargia,occitanica,Melanargia_occitanica,Female,Averaged_Flapping,Averaged,Flapping,0.0576,0.0195,0.0577,0.0195,0.0893,0.0488,0.0204,0.0139
Melanargia,occitanica,Melanargia_occitanica,Female,White_Gliding,White,Gliding,0.966,0.0012,0.9665,0.0012,2.7308,0.0023,5.62E-05,7.58E-05
Melanargia,occitanica,Melanargia_occitanica,Female,White_Flapping,White,Flapping,0.76,0.1929,0.7613,0.1929,1.1295,0.5107,0.2356,0.1587
Melanargia,occitanica,Melanargia_occitanica,Male,Patterned_Gliding,Patterned,Gliding,0.3052,0.0011,0.3071,0.0011,0.3801,0.0008,6.46E-05,0.0002
Melanargia,occitanica,Melanargia_occitanica,Male,Patterned_Flapping,Patterned,Flapping,0.2027,0.0708,0.2038,0.071,0.1887,0.0945,0.0653,0.0363
