"Population","Generation","ID","Wing","L_mean","L_stdev","L_x","L_y","P_mean","P_stdev","P_x","P_y","E_mean","E_stdev","E_x","E_y","VH_mean","VH_stdev","VH_x","VH_y","OA_mean","OA_stdev","OA_x","OA_y","DR_mean","DR_stdev","DR_x","DR_y"
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID12","hindwing",47.3803,8.2716,-0.0321,0,0.2526,0.0581,-2.355e-05,8.619e-18,0.1677,0.0679,0.0011,0,0.0185,0.0448,-6e-04,-3.448e-18,0.0162,0.0378,5e-04,1.347e-19,-0.0148,0.0295,-6e-04,-1.508e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID13","forewing",53.0409,24.7103,0.0125,7.82e-15,0.2745,0.0486,-5e-04,0,0.3875,0.1673,0.0024,4.216e-18,0.0747,0.1444,0.0018,-6.851e-18,-0.0934,0.083,-3e-04,1.844e-18,0.0147,0.065,6e-04,-6.06e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID13","hindwing",73.7141,15.9977,0.012,-4.205e-15,0.2826,0.0422,-2e-04,3.103e-17,0.26,0.0725,7.285e-05,1.896e-17,-0.0572,0.0531,3e-04,4.309e-18,0.0151,0.0416,3e-04,-3.555e-18,-0.0259,0.0397,-2e-04,2.586e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID14","forewing",155.9968,15.5738,0.1185,5.735e-15,0.2549,0.0615,-5.227e-05,-3.583e-17,0.3061,0.0857,-6.299e-05,-9.486e-18,-0.0462,0.0837,1.989e-05,-7.378e-18,-0.0347,0.0688,2e-04,3.623e-19,-0.018,0.0558,6.872e-05,-2.108e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID14","hindwing",159.6602,27.1605,-0.105,1.135e-14,0.2471,0.0417,-6.134e-05,-1.379e-17,0.5312,0.1479,4e-04,-3.62e-17,0.0523,0.1292,-8e-04,1.336e-17,0.1717,0.1112,-5e-04,-8.619e-18,0.0112,0.0774,-7e-04,1.185e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID15","forewing",116.8931,30.596,-0.0024,-7.299e-15,0.2406,0.0356,-1e-04,1.686e-17,0.5577,0.1906,-0.0013,-1.897e-17,0.096,0.1166,4e-04,2.635e-19,-0.0337,0.1278,0.001,3.689e-18,-0.0465,0.0885,5.924e-05,4.743e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID15","hindwing",109.6895,29.2673,-0.1784,-7.989e-15,0.2264,0.0304,-2e-04,-2.586e-17,0.5388,0.2229,-0.0037,-2.758e-17,0.0478,0.1327,8e-04,3.448e-18,-0.0105,0.0922,5e-04,-1.034e-17,-0.0658,0.1011,0.0011,1.724e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID16","forewing",64.4916,22.2399,0.0636,1.199e-14,0.2439,0.0397,-1e-04,-2.74e-17,0.3671,0.1532,0.0011,-1.265e-17,0.0672,0.1418,0.0016,-2.635e-18,0.004,0.0765,3e-04,4.611e-19,0.0055,0.0601,3e-04,-6.176e-20
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID16","hindwing",30.8334,14.1275,-0.0154,4.205e-15,0.265,0.059,-2e-04,-1.551e-17,0.2776,0.0942,0.0017,-3.62e-17,-5e-04,0.0705,-7e-04,-1.034e-17,0.0014,0.0624,0.0011,0,-0.0329,0.0372,-3e-04,-2.801e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID17","forewing",75.2724,12.3778,-0.0158,2.085e-15,0.2578,0.0369,2e-04,-1.897e-17,0.208,0.0748,-4e-04,-1.37e-17,0.0284,0.0526,5e-04,-5.533e-18,-0.0188,0.0403,1e-04,1.054e-18,-0.0173,0.0339,2e-04,1.252e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID17","hindwing",75.4423,37.2031,-0.182,0,0.2505,0.0441,1.819e-05,3.965e-17,0.7428,0.1694,-5e-04,3.965e-17,0.0353,0.153,-2e-04,2.37e-18,0.2081,0.1401,-5.262e-05,1.551e-17,-0.0317,0.1098,4.922e-05,-9.696e-19
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID18","forewing",101.0057,18.598,0.0847,1.408e-14,0.319,0.0528,-6.427e-05,-3.583e-17,0.2692,0.1138,0.0011,-3.162e-17,-0.0277,0.0813,6e-04,1.252e-18,-0.0366,0.0429,2.269e-05,3.425e-18,-0.0224,0.0381,7.722e-05,-3.689e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID18","hindwing",107.4538,23.336,-0.0138,2.943e-15,0.2768,0.0481,-3e-04,-4.482e-17,0.3929,0.1026,3e-04,2.93e-17,0.1177,0.1081,8e-04,1.034e-17,0.0567,0.0797,-5.565e-06,3.878e-18,0.0069,0.0689,2e-04,-4.309e-19
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID19","forewing",67.1083,28.1031,0.011,6.256e-15,0.2505,0.0437,-5.322e-05,1.897e-17,0.4743,0.1739,0.0015,1.054e-17,-0.036,0.0958,-3e-04,-2.319e-17,-0.1632,0.1272,-5e-04,2.898e-18,0.0112,0.068,1e-04,-5.533e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID19","hindwing",86.9998,35.1733,-0.1252,-1.135e-14,0.2445,0.0413,-3e-04,3.189e-17,0.6424,0.2367,-0.002,2.758e-17,0.0488,0.1354,0.0018,0,0.0392,0.1117,5e-04,-5.171e-18,-0.0925,0.1186,0.001,-4.094e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID20","forewing",104.7528,27.957,0.0147,1.147e-14,0.2292,0.0291,7.643e-05,4.005e-17,0.5165,0.1681,-4e-04,3.794e-17,-0.0364,0.1318,2e-04,-1.37e-17,-0.0341,0.1091,-7.262e-05,-4.743e-18,-0.0475,0.0861,-3.932e-05,0
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID20","hindwing",115.6062,30.9688,0.1421,7.989e-15,0.2408,0.036,2e-04,1.207e-17,0.6195,0.2336,-4e-04,-3.275e-17,0.1012,0.1661,-0.0019,1.616e-18,0.0326,0.104,-0.0011,1.077e-18,-0.0554,0.1118,-0.0015,5.602e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID21","forewing",109.8331,41.6355,-0.1761,7.299e-15,0.2381,0.0344,-3e-04,2.108e-17,0.624,0.2933,-0.0044,3.162e-18,-0.0068,0.1637,-6e-04,1.317e-18,-0.0783,0.1373,3e-04,9.222e-19,-0.0562,0.1252,0.0011,2.635e-19
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID21","hindwing",159.9166,19.9034,-0.0303,1.682e-15,0.2613,0.0511,-3e-04,2.413e-17,0.3978,0.1395,0.001,5.861e-17,0.0049,0.0948,-3e-04,0,0.0995,0.0855,2e-04,-7.326e-18,-0.0196,0.0743,-3e-04,2.586e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID22","forewing",73.5617,18.3059,0.0225,-5.735e-15,0.2627,0.0428,5.05e-05,1.054e-17,0.2579,0.2047,-0.0034,-3.689e-18,0.0331,0.0635,-4e-04,9.222e-19,0.0191,0.0568,-8.641e-05,8.893e-19,-0.0347,0.0561,7e-04,2.635e-19
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID22","hindwing",62.6892,14.2547,-0.0657,-2.102e-15,0.2567,0.0489,-4e-04,0,0.2836,0.0969,0.0015,-2.499e-17,0.0366,0.1022,8e-04,1.12e-17,0.0695,0.0683,4e-04,3.448e-18,0.0105,0.0517,3.504e-06,4.74e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID23","forewing",96.7712,61.1197,0.0189,-4.171e-15,0.2451,0.0316,6.007e-05,2.846e-17,1.0025,0.2298,7.223e-05,2.53e-17,0.2471,0.267,0.0013,-2.635e-18,-0.1972,0.2062,-9e-04,1.482e-19,0.0057,0.1809,0.001,5.27e-18
"Papilio_machaon_FE_6",0,"Gen0_Mut0_ID23","hindwing",127.14,47.0973,0.0737,-2.102e-15,0.2906,0.0438,-1e-04,-3.62e-17,0.7921,0.172,0.0017,-6.55e-17,-0.0185,0.1764,-3e-04,2.499e-17,0.1253,0.1507,0.0013,-4.74e-18,-0.0772,0.1099,1e-04,-6.464e-19
"Papilio_machaon_FE_6",20,"Gen15_Mut0_ID0","forewing",222.0351,31.1717,0.3052,-4.692e-15,0.2594,0.0621,-2e-04,-2.108e-17,0.6106,0.1714,-9.084e-05,-4.427e-17,-0.0403,0.1589,5e-04,6.324e-18,-0.0951,0.1478,2e-04,-1.713e-18,-0.0383,0.1029,9.342e-05,9.881e-19
"Papilio_machaon_FE_6",20,"Gen15_Mut0_ID0","hindwing",215.0658,32.0338,-0.0245,8.41e-15,0.262,0.0573,-2e-04,3.275e-17,0.6691,0.2528,0.006,3.792e-17,0.1202,0.1667,-2e-04,1.293e-17,-0.0238,0.1203,0.0014,3.232e-19,-0.0628,0.1113,-0.0011,-2.801e-18
"Papilio_machaon_FE_6",20,"Gen10_Mut0_ID0","forewing",231.6668,21.5989,0.3199,3.128e-15,0.268,0.0751,-4.509e-05,-1.054e-17,0.4351,0.1485,2.753e-05,-2.108e-18,-0.0428,0.1486,6e-04,1.054e-18,-0.1383,0.1107,-2e-04,-3.294e-19,0.0276,0.0806,2e-04,-6.324e-18
"Papilio_machaon_FE_6",20,"Gen10_Mut0_ID0","hindwing",227.3562,26.6267,0.0211,-1.261e-14,0.2549,0.0644,-2e-04,-6.723e-17,0.6309,0.2547,0.0062,3.448e-17,0.0697,0.1714,-0.0015,-2.93e-17,0.0253,0.1438,0.0013,-8.619e-18,-0.05,0.1067,-0.0014,1.25e-17
"Papilio_machaon_FE_6",20,"Gen8_Mut0_ID0","forewing",225.8965,28.4993,0.2961,6.256e-15,0.2574,0.0641,-2e-04,-1.476e-17,0.5829,0.191,7e-04,5.27e-17,-0.0667,0.1537,5e-04,-1.686e-17,-0.1323,0.1401,-2e-04,6.587e-19,-0.0104,0.1032,-6.803e-05,2.371e-18
"Papilio_machaon_FE_6",20,"Gen8_Mut0_ID0","hindwing",212.4318,33.6907,-0.0432,-1.261e-14,0.2589,0.0568,-2e-04,4.482e-17,0.7307,0.2705,0.0053,5.516e-17,0.1613,0.2065,-0.0011,3.275e-17,0.0041,0.1406,0.0013,6.033e-18,-0.0323,0.1297,-0.0012,3.017e-18
"Papilio_machaon_FE_6",20,"Gen17_Mut0_ID0","forewing",226.2535,28.2521,0.2981,2.607e-15,0.2578,0.0642,-2e-04,-1.476e-17,0.5778,0.1898,7e-04,2.951e-17,-0.0667,0.1538,5e-04,-3.478e-17,-0.1294,0.1367,-2e-04,-1.976e-18,-0.0114,0.1013,-7.256e-05,2.898e-18
"Papilio_machaon_FE_6",20,"Gen17_Mut0_ID0","hindwing",215.3125,34.0703,-0.0329,8.41e-15,0.2575,0.0579,-3e-04,6.206e-17,0.7704,0.3133,0.007,3.792e-17,0.0918,0.2171,-0.0022,0,0.0078,0.1701,0.0019,-3.878e-18,-0.0534,0.1287,-0.0014,-4.525e-18
"Papilio_machaon_FE_6",20,"Gen7_Mut0_ID0","forewing",230.7595,22.6555,0.3152,-8.341e-15,0.2663,0.0725,-7.656e-05,5.691e-17,0.4582,0.1529,2e-04,-4.637e-17,-0.0491,0.1525,7e-04,-2.424e-17,-0.1331,0.1144,-2e-04,-1.153e-19,0.0209,0.083,2e-04,-5.006e-18
"Papilio_machaon_FE_6",20,"Gen7_Mut0_ID0","hindwing",219.5807,33.2741,-5.731e-05,-8.41e-15,0.2486,0.0561,-1e-04,1.551e-17,0.7616,0.2774,0.0052,-2.413e-17,0.0627,0.1877,-0.0022,-3.448e-17,-0.0333,0.1744,0.0015,-1.939e-18,-0.0746,0.1246,-0.001,4.525e-18
"Papilio_machaon_FE_6",20,"Gen11_Mut0_ID0","forewing",225.5136,24.2816,0.3057,3.128e-15,0.2736,0.0662,1e-04,2.108e-17,0.4547,0.1593,-0.0012,-4.005e-17,-0.0148,0.1495,-3e-04,1.159e-17,-0.0824,0.1035,2e-04,-7.905e-19,-0.0271,0.0827,2e-04,-5.006e-18
"Papilio_machaon_FE_6",20,"Gen11_Mut0_ID0","hindwing",230.937,23.6606,0.0043,8.41e-15,0.2571,0.0658,-4e-04,-6.206e-17,0.5219,0.2533,0.0071,-1.034e-17,0.0428,0.1328,-7e-04,-2.241e-17,0.0582,0.1237,0.0013,-2.155e-19,-0.0473,0.1003,-0.0016,-9.05e-18
"Papilio_machaon_FE_6",20,"Gen13_Mut0_ID0","forewing",229.9412,22.6418,0.3244,-2.085e-15,0.2698,0.074,-4.191e-05,3.373e-17,0.4475,0.147,-4e-04,1.897e-17,-0.0261,0.1495,5e-04,1.159e-17,-0.1283,0.1121,-2.991e-05,1.054e-18,0.014,0.0831,3e-04,8.168e-18
"Papilio_machaon_FE_6",20,"Gen13_Mut0_ID0","hindwing",228.9082,24.8357,0.0305,-8.41e-16,0.2588,0.0713,-4e-04,-1.207e-17,0.5763,0.2392,0.0064,4.137e-17,0.0804,0.1452,-6e-04,8.619e-18,0.0377,0.1355,0.0012,-5.602e-18,-0.0424,0.0999,-0.0014,-6.895e-18
"Papilio_machaon_FE_6",20,"Gen16_Mut0_ID0","forewing",230.3038,22.4653,0.3251,-9.384e-15,0.2694,0.0746,-3.744e-05,-2.319e-17,0.4454,0.1464,-3e-04,2.74e-17,-0.0284,0.1499,5e-04,2.108e-18,-0.1317,0.1122,-1e-04,-9.222e-19,0.0181,0.0827,3e-04,4.743e-18
"Papilio_machaon_FE_6",20,"Gen16_Mut0_ID0","hindwing",228.945,24.8575,0.0288,-8.41e-16,0.2587,0.0708,-4e-04,-3.792e-17,0.5767,0.243,0.0065,-1.379e-17,0.0796,0.1455,-6e-04,3.275e-17,0.038,0.1367,0.0012,1.724e-18,-0.0416,0.1004,-0.0014,-3.878e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID0","forewing",223.6794,30.2996,0.3042,-1.251e-14,0.259,0.0637,-2e-04,4.005e-17,0.6038,0.1766,2e-04,-2.108e-17,-0.0402,0.1578,6e-04,-5.27e-18,-0.1077,0.1444,9.302e-05,-2.371e-18,-0.0324,0.1042,1.754e-05,9.222e-19
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID0","hindwing",219.6454,29.5457,0.0051,-1.261e-14,0.255,0.0557,-2e-04,4.309e-17,0.6865,0.3095,0.0073,-1.724e-17,0.0554,0.1805,-0.0017,-8.619e-18,-0.0514,0.1516,0.0016,9.696e-19,-0.0626,0.1047,-0.0011,4.956e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID1","forewing",231.0432,22.3536,0.3176,-9.384e-15,0.267,0.0739,-7.027e-05,3.373e-17,0.4494,0.1514,1e-04,3.162e-17,-0.0434,0.1509,7e-04,-1.581e-17,-0.1383,0.1135,-2e-04,-9.058e-20,0.0251,0.0826,2e-04,-2.635e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID1","hindwing",227.0912,27.0723,0.0446,-1.43e-14,0.2537,0.0666,-2e-04,-4.482e-17,0.6446,0.2517,0.006,-7.929e-17,0.0967,0.1627,-0.0011,3.62e-17,0.0201,0.1501,0.0012,-6.033e-18,-0.046,0.1082,-0.0014,1.034e-17
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID2","forewing",221.0631,30.8983,0.288,2.607e-15,0.259,0.0614,-9.785e-05,-4.216e-17,0.6025,0.1736,-6.934e-05,-3.373e-17,-0.0389,0.1759,5e-04,3.057e-17,-0.11,0.1476,4e-04,-2.371e-18,-0.021,0.1057,2e-04,-9.881e-19
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID2","hindwing",216.2027,30.2745,0.0878,-1.346e-14,0.256,0.0682,4.286e-05,-2.586e-17,0.7063,0.2439,0.0057,1.379e-17,0.1065,0.1508,-3e-04,3.448e-18,-0.1279,0.1496,0.0017,3.878e-18,-0.0399,0.1036,-0.0011,-5.925e-19
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID3","forewing",223.7163,28.8142,0.2844,7.299e-15,0.2582,0.0617,-2e-04,5.691e-17,0.5841,0.1859,6e-04,-2.53e-17,-0.0888,0.1497,3e-04,2.951e-17,-0.1242,0.1384,-1e-04,0,-0.0106,0.1008,-9.06e-05,5.27e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID3","hindwing",217.5652,28.6328,0.0418,8.41e-15,0.2608,0.0612,-2e-04,6.378e-17,0.6668,0.2479,0.0056,0,0.0385,0.1913,-0.0022,-2.069e-17,-0.0046,0.1379,0.0011,-8.619e-19,-0.0624,0.0989,-0.0015,-1.077e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID4","forewing",233.5193,20.0534,0.325,1.251e-14,0.2701,0.0761,-4.946e-05,-1.686e-17,0.383,0.1551,-1e-04,-1.054e-17,-0.0224,0.1444,6e-04,5.27e-18,-0.1454,0.1042,-1e-04,-3.458e-19,0.0444,0.078,3e-04,1.054e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID4","hindwing",228.7756,25.7474,0.0278,1.261e-14,0.2553,0.0672,-3e-04,-5.171e-17,0.6034,0.2543,0.0063,-3.792e-17,0.0911,0.1532,-0.0011,-1.207e-17,0.0341,0.1392,0.0013,-7.757e-18,-0.0435,0.1053,-0.0015,7.757e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID5","forewing",225.6716,28.4784,0.3328,5.213e-16,0.2576,0.0652,3e-04,8.432e-18,0.551,0.2139,-0.0013,3.162e-17,0.0581,0.1738,-9e-04,-1.476e-17,-0.1518,0.1304,2e-04,3.425e-18,0.0036,0.1003,4.489e-07,-8.959e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID5","hindwing",190.4708,41.8244,-0.2623,-8.41e-16,0.2368,0.0459,-5e-04,0,0.8232,0.2082,8e-04,-6.55e-17,0.1671,0.2233,0.0012,-2.499e-17,0.0226,0.1581,5e-04,4.309e-19,-0.0436,0.1468,9e-04,-3.232e-19
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID6","forewing",228.853,23.1945,0.313,7.299e-15,0.2711,0.072,-3.215e-05,-3.373e-17,0.4505,0.1447,-2e-04,2.53e-17,-0.0322,0.1535,7e-04,1.37e-17,-0.108,0.1111,4.383e-06,-5.764e-20,0.0035,0.084,3e-04,-3.162e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID6","hindwing",228.2092,25.1702,0.0216,1.346e-14,0.2549,0.0631,-3e-04,2.586e-17,0.5913,0.2615,0.0072,1.724e-17,0.0555,0.1489,-0.001,2.241e-17,0.0195,0.1293,0.0014,-1.724e-18,-0.0625,0.0961,-0.0015,-7.757e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID7","forewing",231.2538,22.3034,0.3184,9.384e-15,0.267,0.0743,-6.151e-05,5.691e-17,0.4501,0.153,2e-04,2.951e-17,-0.0451,0.1522,6e-04,-1.686e-17,-0.143,0.113,-2e-04,1.054e-18,0.0281,0.083,2e-04,0
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID7","hindwing",225.08,30.4699,0.0143,-8.41e-15,0.2487,0.0626,-2e-04,6.378e-17,0.7302,0.319,0.0071,2.413e-17,0.122,0.1712,-0.0012,6.895e-18,0.0022,0.1795,0.0016,1.422e-17,-0.0477,0.123,-0.0013,3.448e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID8","forewing",229.5184,23.0995,0.3122,1.199e-14,0.2696,0.0722,-6.329e-05,2.108e-18,0.4511,0.15,8.597e-05,2.108e-18,-0.0396,0.1533,8e-04,-3.373e-17,-0.1141,0.1127,-4.646e-05,-1.317e-19,0.0095,0.0836,2e-04,-2.371e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID8","hindwing",227.9493,25.1367,0.0257,8.41e-16,0.2557,0.0641,-3e-04,-2.586e-17,0.5924,0.2527,0.0068,-3.792e-17,0.068,0.151,-0.001,-1.034e-17,0.0196,0.1294,0.0014,-6.464e-19,-0.0575,0.098,-0.0015,7.757e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID9","forewing",231.6507,21.6307,0.3208,1.095e-14,0.269,0.0756,-4.678e-05,-3.373e-17,0.4336,0.1484,1.014e-05,0,-0.0388,0.1484,6e-04,1.686e-17,-0.1417,0.1113,-2e-04,7.246e-19,0.0301,0.0806,3e-04,-7.378e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID9","hindwing",228.736,25.7991,0.0316,-8.41e-15,0.2557,0.0687,-3e-04,-1.034e-17,0.6045,0.2479,0.0062,3.792e-17,0.0888,0.1532,-9e-04,-2.241e-17,0.0411,0.1418,0.0012,-9.05e-18,-0.0421,0.1061,-0.0015,-8.619e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID10","forewing",218.3797,30.001,0.269,5.735e-15,0.2649,0.0632,-2e-04,1.897e-17,0.607,0.1662,4e-04,-6.535e-17,-0.1173,0.1514,4e-04,1.37e-17,-0.0712,0.1374,6.384e-05,2.767e-18,-0.0267,0.0969,-1e-04,-3.162e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID10","hindwing",219.2117,31.2172,0.0569,8.41e-15,0.2461,0.0539,-6.5e-05,1.379e-17,0.7276,0.2486,0.0059,-2.758e-17,-0.0104,0.2176,-0.0029,-1.379e-17,-0.0058,0.1375,0.002,-4.956e-18,-0.0801,0.1132,-0.0014,2.801e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID11","forewing",229.5801,22.7759,0.328,-9.384e-15,0.27,0.0737,-1.032e-05,5.059e-17,0.4478,0.1477,-5e-04,-2.108e-17,-0.0194,0.15,4e-04,-3.373e-17,-0.1233,0.1117,1.535e-05,-1.186e-18,0.0093,0.0836,3e-04,2.371e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID11","hindwing",227.2262,25.3,0.0125,1.261e-14,0.2619,0.0713,-3e-04,-3.965e-17,0.5783,0.2271,0.006,2.758e-17,0.0848,0.1466,-4e-04,0,0.0309,0.1336,0.0012,-7.757e-18,-0.0413,0.094,-0.0013,-9.481e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID12","forewing",232.2753,21.1345,0.3236,-6.777e-15,0.2688,0.0765,-3.086e-05,7.167e-17,0.4277,0.1473,-3.925e-05,1.054e-17,-0.0386,0.1462,6e-04,-8.432e-18,-0.1458,0.1099,-3e-04,-1.581e-18,0.0328,0.0799,3e-04,-1.054e-17
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID12","hindwing",227.1649,27.6809,0.0198,-8.41e-16,0.2549,0.0673,-2e-04,2.413e-17,0.6515,0.2615,0.0063,5.861e-17,0.1015,0.1607,-0.001,3.448e-17,0.0231,0.1506,0.0012,7.326e-18,-0.0483,0.1105,-0.0014,-5.602e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID13","forewing",222.8668,28.4981,0.2457,-4.171e-15,0.2628,0.061,-2e-04,-1.897e-17,0.4898,0.1635,4e-04,-5.059e-17,-0.075,0.159,1e-04,8.432e-18,-0.0736,0.1305,7e-04,-3.162e-18,4e-04,0.0825,-5.059e-05,1.317e-17
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID13","hindwing",228.2315,24.6828,0.0267,-1.346e-14,0.2567,0.0651,-3e-04,-2.069e-17,0.5777,0.2488,0.0069,-4.482e-17,0.0683,0.1414,-8e-04,0,0.0181,0.1258,0.0014,1.724e-18,-0.0596,0.0932,-0.0015,-7.326e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID14","forewing",139.139,42.743,0.0103,8.863e-15,0.2455,0.0373,-3e-04,-2.846e-17,0.7043,0.2525,-8e-04,-2.74e-17,-0.2227,0.171,-5e-04,-4.216e-18,-0.0031,0.2049,0.0021,-3.557e-18,0.0228,0.1133,2e-04,2.108e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID14","hindwing",175.5688,51.5848,-0.1304,-6.728e-15,0.2403,0.0392,-5e-04,2.758e-17,1.0462,0.289,0.0043,7.24e-17,-0.1077,0.2654,-0.0022,-7.757e-18,0.2495,0.2141,3e-04,-8.619e-19,-0.0294,0.1761,-9e-04,1.616e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID15","forewing",143.0543,48.0496,-0.127,-8.341e-15,0.2331,0.0369,-3e-04,-1.792e-17,0.7223,0.2059,-0.0014,6.113e-17,-0.1595,0.1713,-1e-04,-3.162e-18,-0.084,0.176,0.0018,2.635e-18,-0.0209,0.1228,-4e-04,-3.294e-18
"Papilio_machaon_FE_6",20,"Gen20_Mut0_ID15","hindwing",164.809,46.1976,0.1217,-3.364e-15,0.2205,0.0303,-6.04e-05,-2.241e-17,1.0071,0.3588,0.0041,-2.413e-17,-0.1519,0.2598,-0.0027,6.033e-18,-0.2001,0.2017,0.0013,4.309e-19,-0.0434,0.1482,-5e-04,-3.448e-18
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID0","forewing",109.706,39.9756,0.1204,-9.905e-15,0.2554,0.0403,5.662e-05,-1.686e-17,0.7186,0.2018,1e-04,-2.108e-18,0.0195,0.1277,4.168e-05,-5.27e-18,0.128,0.1663,8e-04,-2.108e-18,-0.0759,0.119,4e-04,2.108e-18
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID0","hindwing",140.9142,37.368,-0.1246,7.989e-15,0.2262,0.0263,-7.844e-05,1.896e-17,0.8164,0.2406,9e-04,7.929e-17,0.0486,0.2327,0.0013,1.379e-17,0.0739,0.166,0.0012,-8.188e-18,-0.0608,0.1483,5e-04,0
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID1","forewing",104.5425,30.4968,0.0487,-3.649e-15,0.281,0.0504,-2e-04,1.476e-17,0.4686,0.1546,0.0015,-1.686e-17,-0.1392,0.1227,-6e-04,5.27e-18,-0.059,0.0803,-3e-04,0,-0.0064,0.0758,-1e-04,4.479e-18
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID1","hindwing",79.3493,18.305,0.0148,-7.989e-15,0.2627,0.0331,-7.063e-05,3.62e-17,0.3,0.0758,7e-04,1.379e-17,-0.0917,0.0695,-2e-04,1.939e-18,-0.013,0.0538,3e-04,6.464e-19,-0.009,0.0513,-9.432e-05,9.696e-19
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID2","forewing",38.9269,9.4689,-0.0818,7.299e-15,0.2858,0.0627,-2e-04,-3.162e-17,0.1689,0.0704,3e-04,1.476e-17,-0.0193,0.0631,5e-04,-7.378e-18,-0.0495,0.0484,1e-04,7.246e-19,0.0113,0.034,-3.224e-05,-6.587e-20
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID2","hindwing",45.476,7.4982,-0.0021,-7.569e-15,0.2887,0.0637,-6e-04,-6.895e-18,0.1576,0.0697,0.0019,6.895e-18,0.0021,0.0333,-6.282e-05,9.912e-18,0.0093,0.0362,2e-04,-7.541e-19,-0.0205,0.0264,-4e-04,1.724e-18
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID3","forewing",86.5411,15.0278,7e-04,-7.82e-15,0.2745,0.0429,2e-04,-4.637e-17,0.2531,0.0608,-2e-04,-1.054e-17,-0.0171,0.0515,-5e-04,-8.695e-18,0.0148,0.0453,-2e-04,-6.587e-19,-0.0366,0.0295,-4.935e-05,-1.153e-19
"Papilio_machaon_FE_7",0,"Gen0_Mut0_ID3","hindwing",112.656,20.8788,0.1019,2.102e-15,0.253,0.0426,3e-04,-4.999e-17,0.4173,0.1049,-5e-04,2.241e-17,0.0775,0.1052,-0.0018,3.017e-18,0.1149,0.0941,1e-04,-4.74e-18,0.0047,0.0728,-0.0012,4.309e-18
