"Population","Generation","ID","Wing","L_mean","L_stdev","L_x","L_y","P_mean","P_stdev","P_x","P_y","E_mean","E_stdev","E_x","E_y","VH_mean","VH_stdev","VH_x","VH_y","OA_mean","OA_stdev","OA_x","OA_y","DR_mean","DR_stdev","DR_x","DR_y"
"Pseudochazara_anthelea_BF_5",20,"Gen18_Mut0_ID1","hindwing",52.5766,23.007,-0.0226,5.482e-15,0.2689,0.0453,6.547e-05,-3.322e-17,0.4457,0.1168,4e-04,3.945e-17,-0.0132,0.098,4e-04,0,0.0035,0.0753,6e-04,5.191e-19,-0.0659,0.0654,-2e-04,0
"Pseudochazara_anthelea_BF_5",20,"Gen17_Mut0_ID12","forewing",56.2205,32.8363,-0.0087,2.84e-15,0.2841,0.0403,-2e-04,-3.072e-17,0.4941,0.1362,0.0015,1.779e-17,0.2133,0.1659,0.0024,1.294e-17,-0.0123,0.1012,-2e-04,-2.425e-18,0.0495,0.1089,0.0015,0
"Pseudochazara_anthelea_BF_5",20,"Gen17_Mut0_ID12","hindwing",50.2715,16.9051,0.0263,-4.485e-15,0.2764,0.044,-3e-04,0,0.3572,0.1156,0.0023,1.973e-17,0.0287,0.086,8e-04,-9.085e-19,0.0355,0.065,5e-04,2.596e-18,-0.0431,0.051,-1e-04,2.855e-18
"Pseudochazara_anthelea_BF_5",20,"Gen17_Mut0_ID11","forewing",55.9198,36.3337,-0.0678,-2.84e-15,0.2637,0.0376,-2e-04,-1.779e-17,0.5549,0.1418,0.0013,3.234e-17,0.3596,0.151,0.0017,-4.042e-18,0.0838,0.0969,-8.429e-05,-1.698e-17,0.1607,0.1056,0.0011,-3.234e-18
"Pseudochazara_anthelea_BF_5",20,"Gen17_Mut0_ID11","hindwing",57.9566,24.0167,-0.0211,1.196e-14,0.2833,0.0446,8.905e-05,4.153e-18,0.4023,0.1066,6.915e-05,-1.246e-17,0.0082,0.1085,-2e-04,0,-0.0161,0.0652,2e-04,-7.787e-19,-0.0498,0.0554,-2e-04,-8.306e-18
"Pseudochazara_anthelea_BF_5",20,"Gen17_Mut0_ID15","forewing",56.5354,33.8889,-0.0414,-4.058e-15,0.2741,0.0365,-7.54e-05,3.234e-17,0.4824,0.1118,7.007e-05,-2.425e-17,0.2579,0.1392,0.0017,5.255e-18,0.0794,0.0785,-3e-04,1.051e-17,0.0923,0.1059,0.0015,-4.042e-19
"Pseudochazara_anthelea_BF_5",20,"Gen17_Mut0_ID15","hindwing",53.9877,23.9272,-0.019,-1.495e-15,0.2801,0.0446,1e-04,3.115e-17,0.4059,0.103,2e-04,-2.077e-17,-0.0033,0.1045,-2e-04,-5.191e-19,-0.0178,0.0657,2e-04,-2.077e-18,-0.0524,0.0554,-2e-04,-7.268e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID0","forewing",49.8374,34.7057,0.1145,-9.333e-15,0.2485,0.0495,-6.948e-06,-1.779e-17,0.6278,0.1749,0.002,-1.455e-17,0.1304,0.1403,7e-04,5.558e-19,0.0403,0.1119,6e-04,-1.617e-18,-0.0572,0.1103,-9.468e-05,8.893e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID0","hindwing",49.4646,23.2748,-0.0098,7.974e-15,0.2816,0.0461,2e-04,-6.23e-18,0.3977,0.0993,1e-04,-3.115e-17,-0.0094,0.1061,-3e-04,-1.428e-18,-0.013,0.0623,3.923e-05,0,-0.05,0.0542,-2e-04,2.077e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID1","forewing",53.3477,28.1103,-0.0622,-2.029e-15,0.3037,0.0429,2e-04,-1.779e-17,0.371,0.1023,5.155e-05,-1.94e-17,0.1663,0.0887,7e-04,-1.112e-18,0.0411,0.0535,6.37e-05,-4.447e-18,0.0336,0.0681,7e-04,4.042e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID1","hindwing",71.1208,23.3296,-0.0333,-6.977e-15,0.2642,0.0389,9.514e-05,-2.907e-17,0.4581,0.1114,5e-04,-1.454e-17,0.01,0.0905,3e-04,4.672e-18,-0.0036,0.0881,9e-04,3.893e-18,-0.072,0.059,2.597e-05,0
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID2","forewing",52.7832,34.5804,-0.0887,1.217e-14,0.2648,0.0388,-2e-04,2.749e-17,0.5346,0.1254,8e-04,-1.94e-17,0.3406,0.14,0.0015,-3.234e-18,0.0779,0.0935,-2e-04,-1.455e-17,0.1492,0.1001,0.0011,-5.053e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID2","hindwing",54.4336,25.3691,-0.0173,9.967e-16,0.2791,0.0441,1e-04,8.306e-18,0.4503,0.1158,-2e-04,-3.738e-17,0.0204,0.1152,-3e-04,-5.191e-19,-0.0063,0.0721,4.686e-05,-1.557e-18,-0.0626,0.0593,-2e-04,0
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID3","forewing",59.8978,36.4422,0.0199,-2.029e-15,0.2757,0.0346,-6.401e-05,1.132e-17,0.5163,0.1227,4e-04,-3.234e-18,0.2498,0.1502,0.0021,8.893e-18,0.0838,0.0867,-2e-04,-4.851e-18,0.0767,0.1125,0.0016,3.84e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID3","hindwing",55.0381,24.1292,-0.0125,1.096e-14,0.2881,0.0457,1e-04,4.153e-18,0.3928,0.0999,9.915e-05,-2.907e-17,0.0206,0.1106,-2e-04,0,0.0019,0.0649,4e-04,0,-0.046,0.0536,-2e-04,3.115e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID4","forewing",56.7962,33.9425,0.0071,-6.492e-15,0.2866,0.0402,-2e-04,0,0.4936,0.1426,0.0016,3.072e-17,0.209,0.1764,0.0026,2.425e-18,-0.0086,0.1,-3e-04,-4.042e-18,0.0486,0.1133,0.0015,1.415e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID4","hindwing",51.0181,16.652,-0.0035,-3.987e-15,0.2652,0.0464,-2e-04,3.738e-17,0.343,0.0949,0.001,1.765e-17,-0.0152,0.0804,8e-04,6.489e-20,-0.0393,0.0706,3e-04,0,-0.0342,0.0465,-2e-04,-1.557e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID5","forewing",57.2299,33.3211,-0.0343,-8.521e-15,0.2744,0.038,-2e-04,2.749e-17,0.475,0.112,2e-04,1.94e-17,0.2602,0.1361,0.0016,-1.172e-17,0.0771,0.0786,-3e-04,1.132e-17,0.0966,0.1009,0.0013,-1.213e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID5","hindwing",52.1464,17.8138,0.0108,1.096e-14,0.275,0.046,-3e-04,-3.738e-17,0.3558,0.0894,2e-04,2.699e-17,-0.0386,0.0739,3e-04,0,0.0087,0.0588,4e-04,0,-0.0514,0.0459,-1e-04,-5.191e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID6","forewing",56.6117,34.5373,-0.0424,1.217e-14,0.2734,0.0365,-8.231e-05,-3.234e-18,0.4943,0.1143,1e-04,-1.779e-17,0.2646,0.1431,0.0018,8.489e-18,0.0818,0.08,-3e-04,-4.851e-18,0.0951,0.1084,0.0015,-3.032e-19
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID6","hindwing",53.6743,24.6322,-0.0179,-9.469e-15,0.2803,0.0451,9.294e-05,4.153e-18,0.4151,0.1072,2e-04,0,-0.0038,0.1079,-2e-04,-1.817e-18,-0.0191,0.0677,2e-04,-2.336e-18,-0.0528,0.0566,-2e-04,7.268e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID7","forewing",57.7267,33.5123,-0.0358,7.71e-15,0.2757,0.0373,-8.43e-05,3.234e-18,0.4783,0.111,1.129e-05,-6.468e-18,0.254,0.1371,0.0017,-2.425e-18,0.0722,0.0786,-3e-04,-1.011e-17,0.0889,0.1038,0.0015,4.548e-19
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID7","hindwing",54.2842,22.845,-0.0082,-9.967e-16,0.2673,0.0416,4.428e-05,0,0.4426,0.1149,4e-04,0,-5.236e-05,0.0977,4e-04,6.23e-18,0.0137,0.0726,2e-04,9.085e-19,-0.0681,0.06,-2e-04,1.557e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID8","forewing",58.94,35.5626,0.0698,-7.304e-15,0.2657,0.0363,-9.36e-05,1.94e-17,0.5804,0.1369,1.043e-05,-1.294e-17,0.1901,0.1279,0.0018,8.893e-18,0.051,0.1176,-7e-04,3.638e-18,0.007,0.1064,0.0011,-7.579e-19
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID8","hindwing",51.2447,25.0073,-0.0195,-5.98e-15,0.283,0.0447,3e-04,3.322e-17,0.4116,0.0937,2e-04,0,0.0208,0.1026,-4e-04,0,-0.0761,0.0793,-1e-04,9.632e-21,-0.0287,0.0572,-5.051e-05,0
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID9","forewing",53.2849,35.5283,-0.0948,-7.304e-15,0.2617,0.0377,-2e-04,-1.779e-17,0.5571,0.1398,0.0012,3.557e-17,0.3283,0.1393,0.0013,8.893e-18,0.0985,0.096,1e-04,2.425e-17,0.1335,0.1031,9e-04,-6.872e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID9","hindwing",57.141,23.2361,-0.0054,-5.98e-15,0.2681,0.0438,6.672e-05,-1.246e-17,0.444,0.1169,5e-04,3.945e-17,-0.0135,0.0982,3e-04,-6.23e-18,0.0207,0.0749,5e-04,-2.077e-18,-0.0641,0.0615,-1e-04,-4.153e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID10","forewing",43.7763,30.9096,-0.0891,9.333e-15,0.2455,0.0326,2.843e-05,-1.94e-17,0.5391,0.1541,5e-04,1.94e-17,0.2887,0.188,0.0022,-2.223e-18,0.0641,0.0918,8e-04,-1.294e-17,0.1,0.1367,0.0018,3.84e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID10","hindwing",66.3673,22.927,-0.0218,-3.987e-15,0.273,0.0412,2.509e-05,2.699e-17,0.4229,0.1025,3e-04,1.973e-17,0.0209,0.0898,4.909e-05,0,0.0016,0.0768,7e-04,2.466e-18,-0.0644,0.0533,2.99e-05,5.451e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID11","forewing",58.5854,33.7456,-0.0733,1.623e-15,0.2724,0.0379,1e-04,0,0.529,0.1177,-5e-04,1.779e-17,0.2149,0.1149,8e-04,-3.436e-18,0.0886,0.0897,3e-04,8.489e-18,0.0406,0.0967,0.001,-2.425e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID11","hindwing",53.5256,17.2709,0.0147,-3.987e-15,0.2718,0.041,-2e-04,-2.492e-17,0.3666,0.1131,0.0022,1.973e-17,0.0226,0.0864,7e-04,-1.622e-19,0.0277,0.0672,6e-04,1.557e-18,-0.0478,0.0513,-1e-04,4.932e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID12","forewing",57.883,34.2843,-0.035,-4.869e-15,0.2735,0.0366,-8.737e-05,-1.455e-17,0.4923,0.1141,4.909e-05,-1.779e-17,0.2622,0.1404,0.0017,8.893e-18,0.0823,0.0806,-3e-04,7.681e-18,0.0938,0.1065,0.0015,1.112e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID12","hindwing",54.7943,23.7652,-0.0171,8.472e-15,0.2767,0.0426,2e-04,3.115e-17,0.4201,0.1084,3e-04,6.23e-18,0.008,0.0965,-1e-04,2.336e-18,-0.0199,0.0697,3e-04,0,-0.0624,0.0574,-2e-04,-8.306e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID13","forewing",54.5584,33.5931,-0.0766,-4.869e-15,0.274,0.0389,-4.483e-05,0,0.5072,0.1157,4e-04,2.102e-17,0.2617,0.1311,0.0015,3.84e-18,0.0734,0.0856,-5e-04,7.681e-18,0.0865,0.093,0.0012,4.447e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID13","hindwing",54.2137,23.9171,-0.0072,8.971e-15,0.2679,0.0437,9.813e-05,-6.23e-18,0.4647,0.1179,4e-04,-1.661e-17,-0.0111,0.1035,3e-04,5.191e-18,0.0168,0.0766,4e-04,-1.947e-18,-0.0694,0.063,-2e-04,2.077e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID14","forewing",57.8834,35.4734,-0.0207,8.927e-15,0.2751,0.0381,-1e-04,-1.294e-17,0.5039,0.1251,8e-04,-4.204e-17,0.2798,0.1518,0.002,2.425e-18,0.0824,0.0853,-3e-04,8.893e-18,0.1067,0.1089,0.0015,4.447e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID14","hindwing",53.0574,23.5762,-0.0188,3.489e-15,0.2834,0.0446,4.662e-05,4.153e-18,0.3955,0.1033,2e-04,2.907e-17,-0.0018,0.1089,-4e-04,-1.233e-18,-0.0192,0.0634,-4.814e-05,-1.298e-18,-0.0461,0.0544,-2e-04,-7.787e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID15","forewing",56.6296,36.461,-0.0636,-4.058e-15,0.2628,0.0371,-2e-04,-1.94e-17,0.5644,0.14,0.0012,-3.557e-17,0.357,0.153,0.0017,8.893e-18,0.0882,0.0991,-1e-04,9.702e-18,0.1564,0.1077,0.0012,-4.851e-18
"Pseudochazara_anthelea_BF_5",20,"Gen20_Mut0_ID15","hindwing",59.3324,24.5125,-0.0194,7.476e-15,0.2776,0.043,1e-04,-4.153e-18,0.4262,0.1095,5.99e-05,0,0.0089,0.1062,-1e-04,1.233e-18,-0.0085,0.0702,4e-04,2.596e-18,-0.0593,0.0573,-2e-04,-7.787e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID0","forewing",78.2002,16.7286,-0.0905,7.71e-15,0.2583,0.0423,3e-04,9.702e-18,0.3107,0.1395,-0.0019,-9.702e-18,-0.0394,0.0689,-2e-04,4.042e-19,0.0203,0.0732,-9e-04,-2.021e-19,-0.0334,0.0445,2e-04,3.474e-20
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID0","hindwing",79.6054,19.126,0.1308,5.482e-15,0.2376,0.0371,-4e-04,-2.492e-17,0.4782,0.2128,0.0042,0,0.0515,0.1079,0.0019,0,-0.023,0.0973,-3e-04,-1.038e-18,-0.0603,0.0754,5.436e-06,0
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID1","forewing",59.5438,11.6598,-0.1076,6.492e-15,0.309,0.055,-5.036e-05,2.264e-17,0.2341,0.0549,-2e-04,9.702e-18,0.0025,0.0526,4e-04,-2.425e-18,-0.0564,0.049,-3.374e-05,1.011e-19,-0.0128,0.034,1e-04,4.042e-19
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID1","hindwing",60.8915,9.8705,0.0053,8.971e-15,0.2712,0.0553,-2e-04,1.454e-17,0.2199,0.0497,2e-04,0,-0.0286,0.0524,8.077e-05,0,0.0278,0.0456,-1e-04,0,-0.0203,0.0383,-2e-04,-3.634e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID2","forewing",57.771,21.9933,-0.1136,7.304e-15,0.2403,0.0433,-3.396e-05,-3.719e-17,0.4714,0.1228,-0.0012,2.749e-17,-0.0503,0.1196,-0.0011,-6.468e-18,0.0379,0.1088,9e-04,9.601e-19,-0.0344,0.0789,2.649e-05,5.255e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID2","hindwing",51.5217,11.8002,0.0875,-7.476e-15,0.2545,0.0443,-2e-04,0,0.2811,0.0703,9.886e-05,0,0.0482,0.062,8e-04,-3.634e-18,0.0149,0.0539,2.525e-06,0,-0.0268,0.0463,7e-04,-3.115e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID3","forewing",76.6374,23.767,0.1593,7.304e-15,0.2558,0.0426,-1e-04,2.587e-17,0.4075,0.1818,0.0014,3.881e-17,0.0455,0.0971,0.0012,-4.447e-18,-0.0348,0.0685,4e-04,5.659e-18,-0.0515,0.0643,-1e-04,-3.234e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID3","hindwing",110.7584,28.0361,0.0953,-4.485e-15,0.2736,0.0436,3e-04,-1.454e-17,0.4619,0.1615,-0.0017,-6.23e-17,0.0704,0.1318,-0.0016,8.825e-18,-0.0299,0.0866,9e-04,3.634e-18,-0.0421,0.0702,-6e-04,-1.246e-17
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID4","forewing",96.9326,18.1747,-0.0066,1.217e-14,0.2434,0.0426,-1e-04,2.425e-17,0.409,0.0947,4e-04,1.779e-17,-0.0132,0.0968,3e-04,-1.213e-18,-0.0233,0.0796,-5e-04,-3.234e-18,-0.0471,0.0623,2e-04,1.819e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID4","hindwing",135.2348,35.659,-0.1415,-3.489e-15,0.2535,0.0406,1e-04,3.115e-17,0.852,0.2137,0.0028,-4.984e-17,-0.0022,0.1923,0.0028,8.306e-18,0.1331,0.1664,0.0016,-6.489e-19,-0.0843,0.1252,6e-04,1.038e-17
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID5","forewing",67.696,23.1831,-0.2037,6.492e-15,0.2644,0.0488,1e-04,6.468e-18,0.3809,0.217,-0.0038,1.698e-17,0.01,0.0918,-8e-04,-4.851e-18,0.0054,0.066,6e-04,-2.628e-18,-0.0589,0.0695,7e-04,0
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID5","hindwing",55.847,8.124,0.0674,-1.047e-14,0.2659,0.0483,-2e-04,0,0.1909,0.0546,9e-04,0,0.0052,0.0455,7e-04,5.191e-19,0.0195,0.0397,6e-04,0,-0.0267,0.0276,4e-04,5.191e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID6","forewing",99.8731,18.5817,0.111,3.246e-15,0.2193,0.0302,3.754e-05,-1.779e-17,0.3497,0.1766,-0.0031,-9.702e-18,0.1175,0.1008,-0.0014,2.021e-19,-0.0135,0.0813,7e-04,-8.085e-19,0.004,0.0496,-3e-04,4.244e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID6","hindwing",78.1278,15.6569,-0.0292,3.987e-15,0.2387,0.0306,1e-04,0,0.3469,0.1039,5e-04,4.153e-18,-0.0329,0.0633,1e-04,-5.191e-19,-0.0866,0.0761,-5e-04,2.466e-18,-0.0162,0.0476,1e-04,-3.893e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID7","forewing",101.4454,25.0571,0.2372,1.217e-14,0.2575,0.0424,2e-04,-2.749e-17,0.4674,0.1693,-9e-04,-8.085e-18,-9e-04,0.1026,4.416e-06,2.425e-18,-0.0383,0.0986,1e-04,7.074e-19,-0.0606,0.0725,3e-04,5.659e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID7","hindwing",129.5961,22.7508,-0.0027,-9.967e-15,0.2416,0.045,3e-04,0,0.4976,0.1297,-8e-04,3.945e-17,-0.05,0.1056,0.001,-4.413e-18,0.008,0.0993,2e-04,-4.413e-18,-0.0648,0.0683,-4e-04,9.863e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID8","forewing",85.9501,15.6877,0.0968,-1.014e-14,0.2571,0.0441,-2e-04,-1.779e-17,0.2424,0.1433,0.0016,2.911e-17,-0.011,0.0884,9e-04,0,0.0302,0.0364,3e-04,2.83e-18,-0.0187,0.0461,-2.696e-05,0
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID8","hindwing",90.69,18.5571,0.1578,-9.967e-15,0.2355,0.0342,2e-04,-2.492e-17,0.4113,0.1234,0.0016,0,0.1056,0.0765,-1e-04,0,-0.0788,0.0823,-5e-04,0,-0.0044,0.0584,-5e-04,-1.298e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID9","forewing",87.7025,18.3275,-0.0854,9.738e-15,0.258,0.0436,1e-04,1.779e-17,0.3216,0.1042,-0.0014,0,0.0533,0.0642,-2.333e-05,2.021e-18,0.0344,0.0606,9.744e-07,2.021e-19,-0.0353,0.0597,5e-04,9.095e-19
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID9","hindwing",73.5124,7.4502,0.0834,5.482e-15,0.2538,0.0442,-3e-04,3.945e-17,0.16,0.0541,-9e-04,0,0.0352,0.0335,-2e-04,4.672e-18,0.0159,0.0293,4.156e-05,2.596e-18,-0.0124,0.0234,2e-04,-4.218e-19
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID10","forewing",68.9817,33.0339,0.0577,1.014e-14,0.2712,0.0472,-9.44e-06,-1.94e-17,0.5833,0.1494,7e-04,9.702e-18,-0.0472,0.0916,-4e-04,-2.425e-17,0.0921,0.1048,2e-04,-1.617e-18,-0.0798,0.0887,3e-04,-3.638e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID10","hindwing",40.2697,14.6804,-0.0601,5.482e-15,0.2653,0.0535,6.82e-05,-1.038e-17,0.3549,0.0839,9e-04,-2.699e-17,0.0721,0.0868,-4e-04,-2.336e-18,0.0284,0.0693,-4e-04,0,-0.0224,0.0535,-6e-04,-8.306e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID11","forewing",101.3006,19.2947,0.112,-4.058e-15,0.2262,0.0256,-1.213e-05,-1.617e-18,0.3636,0.1796,0.0024,-2.264e-17,0.03,0.0809,4e-04,4.851e-18,0.0717,0.0711,-3.677e-05,-2.021e-19,-0.0312,0.0726,-5e-04,8.489e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID11","hindwing",105.5605,16.0489,-0.0561,-4.984e-16,0.2337,0.0364,2e-04,-2.492e-17,0.3748,0.1092,-0.0011,-3.115e-17,-0.088,0.0961,5.058e-05,0,0.0457,0.0638,-7e-04,4.932e-18,-0.0174,0.0627,-3e-04,-1.947e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID12","forewing",86.4949,13.005,0.0014,8.521e-15,0.268,0.0386,-6.844e-05,1.94e-17,0.2309,0.0702,6e-04,-4.851e-18,-0.0052,0.0441,-5.718e-05,-3.032e-19,0.0261,0.0485,-4e-04,-1.579e-21,-0.0293,0.0377,-3e-04,-8.085e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID12","hindwing",84.5313,7.6912,-0.0604,8.472e-15,0.2438,0.037,4.664e-05,1.661e-17,0.1832,0.0463,-4e-04,-1.557e-17,-0.006,0.0384,4.586e-05,0,-0.0036,0.0384,-2e-04,-4.542e-19,-0.0261,0.0282,1e-04,3.374e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID13","forewing",41.9003,9.3604,-0.155,-8.927e-15,0.2771,0.0711,-2e-04,-2.425e-17,0.2069,0.0578,7.472e-05,-1.698e-17,0.0165,0.0531,-2e-04,-8.893e-18,-0.044,0.0478,4.481e-05,1.213e-18,-0.0105,0.0317,2.328e-05,-2.628e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID13","hindwing",50.4346,13.3269,-0.0351,-1.196e-14,0.2486,0.0432,9.532e-05,-4.153e-17,0.3045,0.079,0.0012,-2.077e-17,-0.0509,0.0608,-2e-04,3.893e-18,-0.0858,0.0702,-1e-04,0,0.0024,0.0402,-4.22e-07,0
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID14","forewing",163.6028,31.7456,0.3176,2.435e-15,0.2354,0.0348,-2e-04,1.94e-17,0.6785,0.2614,0.0022,-4.851e-17,-0.0051,0.1564,-5e-04,1.536e-17,0.0558,0.122,-6.722e-05,-1.213e-18,-0.0938,0.1197,-2e-04,5.306e-19
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID14","hindwing",139.0802,27.1018,-0.0949,8.472e-15,0.2619,0.0446,-1e-04,-3.53e-17,0.5747,0.1452,0.0017,-4.153e-17,-0.0961,0.1282,-7e-04,-1.246e-17,-0.0078,0.1196,-0.001,-1.298e-18,-0.0552,0.0876,2e-04,-5.191e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID15","forewing",111.2283,11.8306,0.0799,-8.521e-15,0.3221,0.0541,-1e-04,9.702e-18,0.1696,0.0414,6.316e-05,0,-0.0264,0.0341,2e-04,0,-0.0148,0.0324,3e-04,1.314e-18,-0.0194,0.0246,-2e-04,2.223e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID15","hindwing",126.1882,12.558,-0.0907,-9.469e-15,0.2908,0.0552,1.853e-06,4.361e-17,0.2504,0.0561,9.014e-05,2.907e-17,0.0062,0.0605,-2e-04,-1.168e-18,0.0582,0.0481,3e-04,7.787e-19,-0.0137,0.0354,4.308e-05,-7.787e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID16","forewing",53.7886,15.2218,-0.0832,0,0.2581,0.0474,-4e-04,-4.204e-17,0.318,0.1324,0.001,-7.276e-18,-0.0104,0.0662,-4e-04,1.374e-17,-0.0448,0.0681,3e-04,-1.415e-18,-0.0329,0.0545,-3e-04,-2.425e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID16","hindwing",84.342,15.683,0.0292,1.047e-14,0.2475,0.0378,-9.356e-05,0,0.3208,0.0902,-4e-04,1.661e-17,-0.0935,0.0758,7e-04,-9.863e-18,-0.0357,0.0523,-4e-04,1.947e-18,-0.0095,0.0488,-2e-04,2.077e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID17","forewing",70.1234,33.8119,-0.0138,3.246e-15,0.2654,0.0482,6.104e-05,-2.102e-17,0.6647,0.1846,9.538e-05,5.174e-17,-0.1469,0.1275,5e-04,-4.447e-18,0.0458,0.1589,-0.0018,-1.112e-18,-0.0345,0.0957,-4e-04,-8.085e-18
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID17","hindwing",60.0895,24.5937,-0.0098,-1.196e-14,0.266,0.0435,-5e-04,3.738e-17,0.5359,0.1625,0.0024,0,-0.1096,0.1236,-0.0016,9.344e-18,0.0426,0.0952,2e-04,0,-0.0454,0.0772,4e-04,-1.46e-19
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID18","forewing",64.7551,26.5751,-0.049,-4.058e-16,0.273,0.0481,-3e-04,0,0.4971,0.1256,0.0011,6.468e-18,-0.1381,0.1355,-5e-04,8.893e-18,-0.0368,0.0957,-5e-04,-2.526e-19,-0.0148,0.0877,4e-04,6.064e-19
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID18","hindwing",115.7485,41.2966,-0.2618,-4.485e-15,0.2399,0.0349,4e-04,-3.115e-17,0.9557,0.2705,-0.0031,-6.645e-17,-0.0758,0.2059,-6.883e-05,0,0.0983,0.1938,-0.0013,2.077e-17,-0.1222,0.1391,8.549e-05,1.038e-17
"Pseudochazara_anthelea_BF_6",0,"Gen0_Mut0_ID19","forewing",91.0322,36.2863,0.0229,-7.71e-15,0.2541,0.044,-2e-04,3.234e-18,0.6912,0.1772,0.0015,-1.94e-17,-0.1159,0.1327,-2e-04,-2.223e-18,-0.0036,0.1228,-3e-04,-6.064e-18,-0.0875,0.0895,-2e-04,5.659e-18
